Protein	i10	i11	i12	i13	i14	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i5	i53	i55	i56	i57	i58	i59	i60	i61	i62	i63	i64	i69	i7	i71	i72	i73	i74	i75	i76	i77	i78	i79	i8	i80	i85	i87	i88	i89	i9	i90	i91	i92	i93	i94	i95	i96
P05141	-0.665522755	0.003981131	-0.049615297	-0.038233125	-0.498039336	-0.143207715	-0.140632189	-0.220863625	-0.059173471	0.267328054	-0.344962981	-0.326155786	0.062557099	0.147688439	0.027688171	0.484721132	0.211047363	0.145354803	0.219807387	0.362075217	-0.158462566	0.028090626	0.531739336	-0.488978675	-0.244684982	-0.217314836	-0.692833427	0.363304918	-0.116751449	0.077664583	0.575166861	-0.056938592	-0.460514548	0.083099077	-0.069688451	0.005430618	0.626385865	-1.182354628	-0.206155365	-0.330489918	0.334613171	-0.052816073	0.14863725	-0.103483876	-0.160690591	-0.387701127	0.603343201	-0.265044538	-0.275598708	0.157124678	-0.867964765	-0.027424678	0.047223902	0.494412583	0.633013246	0.201142226	0.063161485	0.362368165	0.288992634	0.299149258	0.480089049	0.515896546
P05198	0.273291689	0.003317527	0.202809677	-0.057292413	0.25303859	0.808437774	0.996131032	0.537809276	0.178814169	0.418243868	0.388449572	0.864677324	0.39065209	0.330506637	0.388449572	0.041831157	-0.074739572	-0.062736855	0.178814169	-0.022748286	-0.008616682	-0.433320606	0.175157645	0.041831157	0.175157645	-0.183110842	0.208726013	0.052192423	-0.620614039	-0.037313001	-0.380578582	-0.167689423	0.809575397	0.276041072	-0.292403898	0.018518714	-0.062324597	0.165945379	0.003317527	-0.218968712	-0.141813983	0.290652078	-0.32084941	0.084225894	-0.195066107	-0.247846795	-0.195443239	0.4411181	0.534388345	0.17071114	-0.109724762	-0.555239285	-0.50140239	-0.832600067	-0.011744253	0.007994288	0.097555622	-0.628093827	-0.206538795	-0.110810685	-0.188705419	-0.512123694
P05204	0.299977817	-0.624060055	0.001014439	-0.563981806	0.752490413	0.660501606	1.047019802	-0.555361616	0.545254731	-0.454210495	0.519800607	-0.84661421	0.234948729	-0.360230765	0.798980792	0.094915138	0.734574367	-0.415561981	-0.043979904	-0.84062109	-0.089682589	-0.671777408	0.06601091	-0.834583697	0.195755725	-0.652716156	0.782683216	0.875349207	-0.720286519	0.662585493	-0.494542354	0.049245792	-0.305410898	0.450616175	-0.162140491	0.482232222	-0.415233405	0.857624574	-0.243329838	0.511969929	-0.123981197	0.506982782	-0.000964646	0.164737845	-0.199268556	-0.369696195	-0.218190988	1.07679015	0.347210629	-0.107544248	-0.384200011	-0.194327184	-0.480194282	0.554949232	-0.15296519	-0.328841364	0.294898987	-0.227522689	-0.337650173	-0.663457477	0.532420288	-1.018412122
P05387	0.314134138	0.109600616	-0.114053039	0.421837465	0.10001672	0.099734253	-0.24917548	-0.747014191	-0.556949112	-0.402588964	-0.751775321	-0.292728791	-0.538200318	-0.273435937	-0.820729045	0.071906875	-0.376025805	-0.377224594	-0.936969265	-0.265440022	-0.788397119	-0.231522259	-0.505710989	-0.602593912	-0.87768938	0.739858231	1.086320618	-0.775259475	0.618104992	0.252028765	0.49425487	0.17117735	0.271324241	0.801472496	-0.430239226	0.001314848	0.042242994	0.536815004	0.381540131	0.124409516	-0.035269833	-0.113963156	0.234205808	0.197613917	-0.052452344	0.662466421	-0.061995905	-0.292047296	-0.251724246	-0.286876197	0.412184058	0.163441237	-0.025713633	0.32318888	0.322483543	0.54410105	0.653760154	0.848119836	0.283339972	0.218879308	0.164626141	0.367260405
P05388	-0.018873416	-0.211285791	-0.536767581	-0.420201371	0.217450449	0.040965196	0.048419712	-0.220452142	-0.395289686	0.208317583	-0.098096449	-0.70311822	-0.179781968	-0.589014082	0.106470288	0.267355882	0.43611653	-0.064729531	0.023637195	-0.027730723	0.045554882	0.041407689	0.039581627	-0.093981499	0.08917814	0.11667502	0.621993103	-0.025021411	-0.008475514	0.07692973	-0.193791362	-0.237293463	0.354438922	0.660342034	0.301784336	0.471213847	0.108580119	-0.110545884	0.11936625	0.028334085	0.062754432	-0.435474355	0.415224707	-0.017288826	0.037180068	0.156998484	0.3219139	-0.164406864	-0.144535219	0.050061623	0.031380971	-0.41365849	-0.12012694	0.063876056	-0.095650278	-0.067868555	-0.659696736	0.706764489	0.190591881	0.424672622	-0.765192405	0.13281691
P05455	0.036203301	-0.230978734	0.268870007	-0.272075764	0.143949958	-0.30555395	0.213843582	-0.279745334	0.244555062	0.006688385	0.118495665	0.039370007	0.237929886	0.024374699	0.358157033	-0.157725973	0.173250801	0.005733109	0.089238365	-0.3400183	0.386180681	-0.15117467	0.119708472	-0.177471894	0.136215613	-0.524720986	0.491230899	-0.241398709	-0.085240016	-0.194200743	-0.061317241	0.123228687	0.353746857	0.432280165	-0.139632949	0.290886635	-0.521519718	0.386534681	-0.842988505	0.24918024	-0.328021476	0.257868437	-0.009777418	0.770785301	0.528667088	0.249994242	-0.18181669	0.100000948	0.385043291	-0.224931903	0.156696323	-0.004766473	-0.578400036	0.404733919	-0.627946722	-0.474503677	0.230473208	-0.215391182	-0.052803254	-0.378380661	0.340385564	-0.751998131
P05783	-0.524655285	0.649910206	0.248623082	1.6183261	-0.774244308	2.022650206	-1.22930586	0.532455014	0.074550374	0.933040871	-0.425678801	0.767929264	-0.798821227	1.003897984	-0.161884691	0.80887219	-1.015108636	0.799355298	-0.310255317	0.463616858	-0.937877304	0.61465554	-0.340180055	0.546198746	-0.664364356	0.577565056	-0.907518558	-1.756483153	1.214941674	-1.421033458	0.961671299	-0.697845829	0.43304158	-0.437137726	0.687795804	-1.323648202	1.139393419	-1.268735787	0.220875312	-0.901973863	0.937649045	-1.174552938	0.519371173	-0.854091547	0.576712555	-0.868184902	0.940189232	-0.063722879	-0.890307722	0.481547479	-0.269138548	-1.647741466	0.777299532	-1.851084702	1.110480514	1.073930927	0.02164954	0.804526669	-1.152672868	0.606982523	-0.450291514	0.948836439
P06454	-0.1320123	-0.402427327	0.169147583	0.931512415	0.099901468	-0.197024611	0.864934246	0.170690728	0.545411446	-0.447473694	-0.07936017	-0.674616096	0.351730492	-0.002380589	-0.316425816	-0.054657834	-0.095571007	-0.107415358	0.359526385	-0.462576833	-0.502398579	-0.047117876	0.202164278	-0.244770475	-0.412043008	0.210311154	0.314293735	-0.272712522	0.164477755	0.589953472	-0.441050863	-0.233584502	0.337881948	0.618120408	-0.489555487	0.113890423	0.284929747	-0.185319386	0.511219644	-0.168637798	-0.009573363	0.512014312	-0.151763059	0.209771909	-0.382587438	0.191155714	0.216842517	0.635756335	0.570950746	-0.572146108	-0.450058467	0.020918333	-0.853781738	-0.267664282	0.283947979	-0.344554744	0.07932546	0.097779455	-0.136955347	0.086572305	-0.387537153	0.140147822
P06576	0.002845872	0.36196383	-0.246458674	0.332097966	-0.201667645	-0.05341439	0.026822169	0.008222459	-0.395996089	0.417720252	-0.705920138	0.174351452	0.202825043	0.106028976	-0.55929009	0.503164357	0.279354015	0.052093551	-0.184561585	-0.009460473	0.05991547	-0.177238138	0.07382432	-0.108372392	0.130269763	-0.092490751	-0.991077565	-0.09024332	0.171294206	-1.007403071	0.283303022	-0.58207863	0.085692918	0.267496001	0.068914035	-0.370767188	0.561757963	-0.772697922	-0.228803378	-0.111772277	0.885877237	0.558004289	0.413088219	-0.011442397	0.287222648	0.083236143	0.989953972	-0.043587177	0.010759658	0.328304387	-0.013098138	-0.209699142	-0.35369681	0.231005028	0.693953381	0.17785497	-0.351157964	0.088858621	0.112941272	-0.329969291	-0.421394695	-0.407258136
P06703	0.30758153	0.714532938	-0.39957156	1.44541477	0.543655307	0.510582096	-0.379362214	0.276715846	-0.002937218	0.213061557	0.014811208	-0.522043257	-0.005039733	0.372786482	0.125169646	1.017889813	-0.674490408	0.479924149	-0.364219936	0.261529984	-0.413026092	-0.034214953	-0.096892328	0.288548732	-0.37859605	0.455942362	-0.685364932	0.79244952	0.461885753	-0.184010899	0.765308956	0.109353277	1.25153766	-0.015811488	0.120487549	-1.128325302	0.777138117	-0.653910246	0.607292812	-0.614519222	0.902730468	-1.003287284	0.595814688	-0.595853407	-0.198070715	-0.776797712	0.224884547	-0.233798386	-0.049056671	-0.110888596	-1.376365017	-0.649914639	0.154905559	-0.903352051	0.529128079	-0.112924114	-0.993939415	0.146910202	-0.389030138	0.387052054	-1.117425609	0.09712534
P06733	0.011410148	0.189609772	-0.372813815	0.248695774	-0.108677056	0.27202642	0.25597104	-0.020760267	0.139508468	0.178928108	0.30653605	-0.259587802	0.183300875	0.403640637	0.315990361	-0.477996407	-0.014732477	0.000804676	-0.130491637	-0.548322737	0.033839301	-0.112259637	-0.06728091	-0.152647527	-0.039575095	-0.045161856	-0.016225974	0.828508741	0.028850859	0.293920495	-0.390962591	0.003133245	-0.555244244	0.091936295	-0.024230523	0.145021476	-0.190158211	-0.216126924	0.065934075	-0.122271324	-0.106109407	0.037311334	0.023107927	-0.150875037	-0.159188028	-0.001713862	-0.198765303	-0.029597939	0.239271358	-0.817770822	0.15918487	0.129998734	0.07044947	0.353739494	0.029786343	-0.00466604	-0.085959672	-0.193442388	0.352865004	0.273261863	0.008399766	-0.061327462
P06737	0.791799181	-0.524091929	0.404647226	-0.564304411	0.805125477	-0.595189931	0.783133168	-0.599245997	0.301633019	-0.849134634	0.32704244	-0.702685644	0.32704244	-0.556600852	0.314910895	0.310324247	-0.421639572	0.550022166	0.063766529	-0.05845822	0.259337606	-0.556942352	-0.355662244	1.068012723	-0.487067371	-0.494487988	0.010273321	-0.476133614	-0.410895496	-0.533070049	-0.091490274	-0.143901399	0.670460907	-0.105534294	-0.437061245	-0.084623375	-0.419365867	0.353911281	-0.524091929	0.176987148	-0.4362242	0.373235609	-0.690223452	0.560144706	-0.698584815	0.150646703	-0.332148262	0.522717834	0.791799181	-0.098205947	0.792122916	0.436929619	0.018158029	0.300994283	-0.324962912	0.509495189	0.527764262	-0.235162374	0.120544784	-0.440921917	0.331422759	-0.875796382
P06744	-0.12259442	0.269634247	-0.063048973	0.192637928	0.309392483	-0.124022926	0.021290601	0.370323804	0.352904747	-0.337109462	0.126771597	-0.238245591	-0.149315465	-0.440919863	-0.32900649	-0.267638485	0.154174052	-0.027779482	0.176403382	-0.106087904	0.066258851	-0.121391002	0.069486802	-0.149690821	-0.090964422	-0.033103796	-0.018146787	0.653292331	-0.312195101	0.232863416	0.05450349	0.031995247	-0.257873065	0.457085261	-0.18967859	0.448060499	-0.21263245	-0.267184607	0.028364692	0.099909053	-0.058198059	0.346589276	-0.113969638	0.313249681	-0.283023938	-0.302229262	-0.565646854	-0.249011591	-0.1875498	-0.217126556	-0.01466935	0.399135455	-0.094566577	0.318614742	-0.582924364	0.09742784	0.203622244	-0.020367593	0.18415712	0.305948459	0.454598735	-0.190782754
P06748	-0.124366895	0.621766211	-0.355884365	0.347579251	-0.412528789	0.367340203	-0.180496317	0.166748755	-0.348408708	0.16365404	-0.553233811	0.216182493	-0.466637834	0.199238974	-0.573651189	0.058183138	-0.520622322	0.171186908	-0.576705634	0.300412785	-0.400271223	-0.023448797	-0.400338984	0.321603521	-0.495581804	0.200833397	0.350644865	0.162943506	0.475966907	-0.237610621	0.3726381	-0.2731261	0.008547385	-0.079989503	0.729783916	0.303951318	0.326494408	-0.07607223	0.382539034	-0.152740071	0.34982915	-0.382412535	0.056662914	-0.222892026	-0.119448075	-0.563223568	0.354239731	-0.102295314	-0.182214058	0.081989776	-0.187820743	-0.096842893	0.263309967	0.316439944	-0.115061432	0.250805184	0.084884602	0.112090937	-0.019458033	-0.103093144	0.084088975	0.143896721
P06753	0.37740428	-0.35021514	0.317877936	-0.062934954	0.168233514	-0.053818487	0.168725478	-0.082813131	0.267804377	-0.074080698	0.670577667	-0.029709727	-0.084125003	-0.157222822	0.2933343	0.687389575	0.242811289	-0.409616735	0.178571376	0.714194259	-0.059823291	-0.563597354	-0.417570908	-0.774358465	0.674657891	0.121456723	-0.589795349	-0.014586968	-0.301190947	-0.082404733	-0.782256772	-0.065148042	-0.452159361	-0.082353868	-0.237612772	-0.595012227	-0.979062237	0.656598259	0.050619533	0.394147595	-0.103679939	0.034849229	-0.341887508	0.171312758	-0.510310863	0.32974696	-0.140882754	-0.074427294	0.298070202	-0.304649596	0.565979111	0.353115564	-0.005602221	0.777541344	-0.741989469	0.10916938	0.046489517	0.259324844	0.478233084	-0.24300127	0.545499461	-0.185834599
P06865	-0.429316227	0.988008425	-0.339970257	0.988008425	-0.29017671	0.881533045	-0.29017671	-0.194733868	-0.421888116	-0.304917776	-0.421888116	0.443533788	-0.412179187	0.891168724	-0.425526118	0.891168724	-0.384630673	-0.194733868	-0.421888116	-0.304917776	-0.388268676	0.891168724	-0.349679186	0.891168724	-0.349679186	0.988008425	-0.449678337	-0.142305633	0.891168724	-0.393951807	0.891168724	-0.407298738	-0.194733868	-0.362385641	0.893405815	-0.51134742	0.191630926	-0.442663158	0.607707294	-0.586104012	-0.194733868	-0.449678337	0.2213425	-0.347796263	0.881533045	-0.459387266	-0.194733868	-0.362385641	-0.29017671	0.223579591	-0.364933303	-0.562830555	-0.194733868	-0.628483611	-0.183421419	-0.454109773	-0.310388372	-0.385510208	-0.501420894	-0.194733868	-0.407298738	0.370254278
P07108	-0.089774068	-0.739350764	-0.285739374	-1.189181689	-0.353651601	-0.512667431	0.344950088	0.553029443	0.315526739	-0.537588926	0.280583489	-0.026138894	0.53562467	-0.129682429	0.270561771	-0.598551337	-0.541042096	0.19224508	0.084352851	-0.199774024	0.402333136	-0.582675143	0.346490813	-0.015133397	0.102695944	-0.903309722	-0.152708835	-0.788648536	-0.2230869	0.141700205	-0.499335492	0.499581286	-0.265427354	1.391163934	-0.094945636	0.653036069	0.313960931	-0.101253374	-0.934204015	0.551068577	0.310983459	0.841761396	0.337768714	0.0605701	0.222121445	0.61219674	-0.228540207	0.193297385	-0.201266515	0.036657242	0.455526195	1.430009472	-0.224290083	0.192258887	-1.029654454	0.08885641	0.223578636	0.082726891	0.39294049	-0.454330981	0.041439303	-0.599644514
P07195	-0.306644069	0.64348148	-0.332418442	0.91203847	-0.802702617	0.811543334	-0.454655401	0.326494876	-0.950202962	0.215001988	-0.866686634	0.352088333	-0.337790164	0.66904909	-0.547042071	0.585679048	-0.703938363	0.792311519	-0.557403471	0.555969821	-0.600257258	0.253365927	-0.90534914	0.243465138	-0.481406855	0.738437234	0.261524017	-0.342278077	0.802431975	-0.729474955	0.313856605	-0.709181856	1.073453459	-0.662791741	0.824384228	-0.207920058	0.629637649	0.201481171	0.330656903	-0.61485026	0.643602386	-0.967973765	0.7320675	-0.544624686	0.430324704	-0.614460799	0.36798817	-0.889759375	-0.453410151	-0.018991755	0.077315509	-0.500081956	0.68743388	-0.263201109	0.410438388	0.434524342	-0.887258687	0.708639066	-0.572829762	0.521148638	-0.351232937	0.626984533
P07205	-0.129368406	0.794989701	0.059315681	-0.918270605	0.06451465	-0.564847604	-0.546627209	-0.902123644	0.2315415	-0.901380992	-0.518778715	-0.331568262	0.089455573	-1.473421679	-0.325316784	-0.057299867	-0.334483428	-0.783433016	0.845478805	-0.284813656	0.193734756	-0.554137332	0.607270186	0.075615789	0.155507171	0.790299527	0.521887382	0.295169102	-0.96508799	0.161403189	-0.217332962	0.267379187	0.132416622	0.659864365	0.362225083	0.134034088	0.589972931	-0.045721996	-0.637973501	1.345127158	0.351616456	0.911953924	0.769097088	0.041217923	0.306886069	0.013680271	0.48312938	0.620785665	-0.169100002	0.584861599	0.59707756	0.76994895	-0.682515911	-0.580908485	0.001595833	0.023129782	0.142653686	-0.690299911	0.368779131	-0.73726803	0.110564717	-0.468146053
P07237	0.227252191	-0.4607763	0.201640585	-0.396028981	0.627420638	-0.312765255	0.490844478	-0.275206646	0.301749036	-0.424521834	0.303025775	-0.259992965	0.231611991	-0.441186252	0.12371462	-0.177257202	0.045264084	-0.540820065	0.274918962	-0.827002578	0.105663279	-0.43252371	0.592062703	-0.486451455	0.287426554	0.311378079	0.236791568	0.259464382	-0.448358825	0.249800697	-0.040074284	0.384555243	-0.077392571	0.388669295	-0.229581969	0.373487711	0.159066281	0.174506382	0.01315329	0.253496382	-0.03738126	0.529421411	-0.470916612	0.237517298	-0.431830769	0.290789814	-0.400564264	-0.04730944	0.098432169	-0.07752339	0.126571394	0.291302022	-0.526387748	0.18097551	-0.067610977	-0.184616614	0.097161318	-0.288796172	0.146528862	-0.102988644	0.450760018	-0.60055724
P07305	-0.460431853	1.029189012	-0.581970979	-0.545774215	-0.80283599	-0.244558861	0.137298168	-0.118388138	0.090720631	-0.118388138	-0.023917065	0.133784769	0.010164911	-0.118388138	0.062043147	0.133784769	0.150548311	0.133784769	0.304205579	0.191512159	0.029372278	0.133784769	0.215914891	0.133784769	0.029372278	-0.628590468	0.011445956	0.069919364	0.052441195	-0.062800707	0.133784769	0.069919364	0.030449392	0.587197566	-0.009464483	0.067615759	0.133784769	0.430658512	0.566128998	0.676886697	-0.118388138	0.362168903	-0.118388138	0.802781601	-0.118388138	1.075520694	0.052441195	0.362168903	-0.608660683	0.186307421	0.062939579	0.130318384	0.133784769	0.079334845	-0.738157705	0.133784769	0.415080409	0.024861114	0.062939579	0.133784769	-0.007639262	0.07187909
P07339	0.624449469	-0.689621205	0.962190838	-1.758712736	0.926194179	-0.958701404	0.614062005	-1.112545828	0.496456296	-0.990905417	0.378834414	-0.873712718	0.351556863	0.289849728	0.218389936	-1.127008518	0.946945086	-0.765596454	-0.587565681	-1.124077091	0.184287405	-1.118030159	0.711750802	-0.546250431	0.977791961	-0.714972048	-0.26077672	1.699207169	-1.207526822	0.577103446	-1.019338575	1.156941926	-0.359695764	0.708846489	-0.914937261	0.768879763	-0.395155186	0.078760964	-0.93710403	0.701926316	-0.169113171	1.131600029	-0.838710334	0.901204005	-0.443488745	0.398953244	-0.444023909	1.161847417	0.75027743	-0.089995067	1.149959474	0.807106942	-0.68940817	1.338424382	-0.670893448	0.054700766	0.874348914	-0.850910483	0.346796323	-0.813305685	0.71226719	-0.529828114
P07355	-0.289841942	0.01426361	-0.541456427	1.009774824	-0.318310912	0.575195702	-0.158792467	0.113874278	-0.071047656	0.103372723	0.010729279	-0.143720344	0.637061979	0.889465686	0.959587577	0.252478821	-0.357309816	-0.017676334	0.358934792	0.070508774	0.195389051	-0.199556252	-0.854349284	-0.208778222	-0.159417873	0.320882673	-0.453721219	1.435056825	0.207773878	0.4589423	0.13167775	0.509208951	-1.024685479	-1.145587847	-0.072367729	-0.518213322	0.033239675	-0.075897446	-0.016604998	-0.600547333	-0.229344816	-0.476787827	0.136225914	-0.522765563	0.101570386	-1.000357142	-0.07943442	0.055977934	0.073804309	-0.530273257	-0.095362534	0.550951014	0.403060423	0.073457206	0.051191401	0.209771078	0.016299732	0.352560451	0.129044446	0.299276523	-0.914848584	0.336447077
P07437	0.04565756	-0.338416658	-0.229037624	0.438604084	-0.271139051	0.177449861	0.309568514	-0.026858752	-0.123782114	0.022280426	0.008151201	-0.15773756	-0.026167992	0.166554849	0.129365137	-0.047705308	-0.196441641	0.05096392	0.156307609	-0.198499431	-0.077173143	-0.228385262	0.048799309	-0.016564093	-0.13866592	-0.161610397	0.02246747	0.503893442	0.116237558	0.049793431	0.383109821	-0.04972111	0.183645408	-0.2450105	0.021072413	-0.019605994	-0.087349261	-0.63277856	-0.012678886	0.157484952	0.048425344	0.074350514	0.179811659	0.047359843	-0.051697338	-0.054141045	0.270327465	-0.363926246	-0.371343646	-0.277449319	-0.133685637	0.026539181	0.11632341	0.284115324	0.01010635	-0.131970904	0.006778049	-0.00206671	0.30638091	0.263600891	-0.107946601	0.154030802
P07737	-0.243693335	-0.481906745	-0.023532704	-0.627499614	-0.634513185	0.390463653	-0.053973297	-0.296291343	-0.35155263	0.151732298	0.09408337	-0.529445018	-0.043395004	-0.132002722	0.170449852	-0.302011031	-0.13066526	-0.104111403	-0.152681875	-0.037517923	0.023982936	-0.145599247	0.47201954	0.44218824	-0.291136599	0.538082244	1.143917142	0.733773156	-0.135421911	0.914456816	0.578991574	0.501601903	0.866753695	0.224187877	0.893669658	-0.139019648	0.309304273	-0.380930868	-0.177836905	-0.075714688	-0.441317985	-0.245600607	-0.43530588	-0.181084384	-0.411383875	-0.285467334	-0.789202316	-0.790895543	-0.359227856	-0.453831762	0.706727259	0.149779947	-0.0358081	0.520122911	-0.272835963	-0.251423233	-0.046671419	0.432045326	0.081387222	-0.085698283	0.08609938	0.150387226
P07741	-0.700131992	-0.564127489	-0.028589762	-0.325270736	-0.638728719	-0.037168602	-0.367416816	0.264489845	0.296646865	0.147475431	-0.309848615	0.423584083	-0.107658962	0.22241002	0.199619333	0.263059764	0.931250552	0.661152422	0.473165006	0.141271888	0.406071151	-0.137413151	0.373020161	0.061228336	0.258167108	-0.48070002	-0.065141276	-0.967195746	0.731078289	-0.256877348	0.232273508	0.067688403	0.922697914	-0.156319998	-0.182438178	-0.113452564	-0.402486393	0.064687595	-0.294673571	0.099784114	-0.54593232	0.044947628	0.587722769	0.035504851	0.042365881	-0.019914401	-0.081178954	0.10800474	0.18778358	-0.370674779	-0.060574151	-0.251323243	0.177844832	-0.283606512	-0.667585601	0.077357772	-0.056200577	0.250132783	0.016179319	0.022650964	-0.322619797	0.077357772
