Protein	i10	i11	i12	i13	i14	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i5	i53	i55	i56	i57	i58	i59	i60	i61	i62	i63	i64	i69	i7	i71	i72	i73	i74	i75	i76	i77	i78	i79	i8	i80	i85	i87	i88	i89	i9	i90	i91	i92	i93	i94	i95	i96
Q15370	0.165655842	-0.225752965	0.630267261	0.197892734	-0.040704183	-0.070504589	0.595282619	-0.420875652	0.352827817	0.511586142	-0.0338021	0.135096364	1.074353617	0.609946439	-0.059121429	-0.34850917	-1.113489598	-0.258773922	-0.004028067	-0.198266025	-0.566965816	-0.164085747	0.293372269	-0.433771024	-0.038478646	-0.068720887	0.556591219	-0.763416171	-0.071327266	-0.209942928	0.387661896	-0.141017346	0.364212481	0.471913986	-0.242230246	-0.428194077	0.261187898	0.051760415	-0.158069353	0.013230614	-0.250325613	-0.055407673	0.024701461	0.601577533	-0.165646895	0.013230614	-0.017611458	-0.055407673	-1.082648171	-0.107314528	0.530822063	0.275310681	0.060494985	-0.225538551	0.534846794	-0.233090064	0.014983565	0.024701461	0.156303052	0.219005931	-0.34454618	0.176847931
Q15382	-0.010334025	0.234571444	-0.42541016	0.281301042	0.05684746	0.260465403	-0.655433394	-0.197200636	-0.396923128	-0.144201868	-0.396923128	0.153168368	-0.362723203	0.219142506	-0.2287658	0.198644994	-0.425033615	0.133626873	-0.396923128	0.434975354	0.092148794	0.159727339	-0.459610085	0.198644994	-0.459610085	0.239681632	0.009127666	-0.318295979	0.281301042	-0.354176048	0.281301042	-0.220218645	-0.390703951	-0.230915174	0.100311004	-0.395027803	0.383417302	0.004858045	0.234571444	-0.194156657	0.175119176	-0.049794716	-0.182532931	-0.416041953	0.231306216	-0.27738492	-0.390703951	0.045561206	-0.183294144	0.215691007	-0.405131158	-0.240509319	-0.390703951	0.064640218	0.085955891	0.323734729	-0.019599686	-0.364550353	-0.117565103	0.281301042	-0.187785385	0.323734729
Q15393	0.355446662	-0.463628434	0.068549285	-0.334160632	0.378329557	-0.386327496	0.141569637	-0.058531561	0.324927158	0.163494718	0.324927158	-0.051176385	0.151058596	-0.058522122	0.326637604	-0.321810593	0.25536829	-0.237089037	0.365063228	0.133758286	0.160061422	-0.048541494	0.106974909	0.265079922	0.242417847	-0.176470485	0.188173751	-0.872225234	-0.334160632	0.083488355	-0.334160632	0.259067363	0.253773462	0.437937722	-0.018347162	0.033937532	-0.355577488	-0.060677808	-0.463628434	0.314756064	-0.247639677	-0.222702331	0.146696497	0.158219153	-0.169701939	0.274188102	0.186570902	0.01459526	-0.231683414	-0.182633526	0.313821174	0.190086838	0.253773462	0.471043989	-0.314356046	-0.396912065	0.299762659	0.293501624	0.389194204	-0.334160632	0.0635092	-0.396912065
Q15398	0.611449607	-0.769732451	0.585634478	-0.615817335	0.5766669	-0.736738045	0.636443599	-0.722792886	0.549708473	-0.769732451	0.636443599	-0.769732451	0.637586896	-0.769732451	0.636443599	-0.769732451	0.55085177	-0.741905588	0.578445529	-0.769732451	0.549708473	-0.769732451	0.55085177	-0.769732451	0.549708473	-0.667921492	0.645850959	0.636443599	-0.686321331	0.578445529	-0.736738045	0.578445529	-0.736738045	0.604260659	-0.769732451	0.672369604	-0.691488875	0.578445529	-0.658494469	0.604260659	-0.769732451	0.549708473	-0.769732451	0.549708473	-0.769732451	0.611449607	-0.691488875	0.611449607	0.636443599	-0.741905588	0.604260659	0.578445529	-0.769732451	0.604260659	-0.736738045	-0.769732451	0.604260659	-0.769732451	0.604260659	-0.769732451	0.636443599	-0.769732451
Q15424	0.19460847	-0.244267383	0.059749454	-0.235267846	0.208637104	-0.208134038	-0.040264275	-0.189111465	0.017020077	-0.122914152	0.017020077	-0.330971541	0.032759245	-0.130635827	0.036961856	0.067609956	0.140069546	-0.188286711	0.017020077	0.019467785	0.202523159	-0.599205239	0.044010285	0.067609956	0.044010285	-0.32201432	0.267264081	-0.049049999	-0.235267846	0.197886288	-0.235267846	0.202088899	-0.180254566	0.065734008	-0.567805195	0.112212596	-0.304561784	0.251310495	-0.244267383	0.22180345	-0.286814654	0.260351231	-0.383276112	0.117814339	-0.548804569	0.190772374	-0.180254566	0.191673987	0.249262459	-0.318874941	-0.027751778	0.251099239	-0.180254566	0.182803606	-0.207831496	-0.323250541	0.253579104	-0.096744907	0.163898569	-0.235267846	0.274713565	-0.323250541
Q15459	0.785458727	0.304818711	-0.622376163	0.255886414	0.563686951	0.165035362	-0.781343254	-0.472338547	-0.62437363	-0.76061219	-0.62437363	-0.288493047	-0.553988045	0.298581766	-0.505900416	0.44847419	-0.411122539	-0.129045138	-0.62437363	0.462115584	0.200262641	-0.617256177	-0.692761747	0.44847419	-0.692761747	0.113707419	0.253255066	0.358358092	0.255886414	-0.456794427	0.255886414	-0.408706797	-0.87989529	0.049107716	-0.698468497	-0.316456097	0.169768489	0.389469987	0.304818711	-0.326907293	-0.192891926	0.366468599	-0.72326066	-0.497288304	-0.443959719	-0.369490625	-0.87989529	0.420097076	0.432816788	-0.163663627	-0.349208572	-0.144757777	-0.87989529	0.446669754	-0.091878121	0.203804906	0.472194743	-0.689338459	-0.018204029	0.255886414	-0.156902972	0.203804906
Q15631	-0.001052335	-0.219423907	-0.026670605	-0.219423907	0.008403241	0.373010621	0.634097437	-0.147481461	0.64621709	-0.409259097	0.131646355	-0.392365418	0.181844702	0.75284527	0.362218417	-0.258215901	-0.253142597	-0.234776383	0.445360814	-0.529463891	-0.336049572	-0.258215901	-0.007905058	-0.442792662	-0.336049572	-0.219423907	-0.339650973	0.036995822	-0.451909636	0.577881635	-0.045494773	0.53296491	0.745396876	0.770464782	-0.278096483	0.927467832	0.520130052	-0.293106716	-0.19494851	0.508020649	-0.76568975	-0.236023851	0.397618	-0.316648062	-0.393502872	0.782333587	-0.169185363	-0.160435226	0.13138446	-0.272042682	-0.372211836	-0.066876222	-1.254979436	0.283431538	0.021792061	-1.231079624	0.221020602	-0.449616417	-0.705248642	-0.068643064	0.754596553	-1.320655124
Q15691	0.396457605	-0.439280213	0.563839701	-0.721112627	0.171240739	-0.943124101	-0.151074432	0.135318606	0.539880525	-0.363573421	0.47860162	0.137521204	0.368948569	-0.383646459	0.140907777	0.233952	1.123473767	0.421784867	0.812507715	0.1475095	0.848257187	0.249947376	0.674773133	-0.046270892	0.294652727	-0.761949471	-0.472501703	0.107187367	-0.516747383	-0.334277406	-0.73515962	-0.119264932	0.290209202	-0.415508445	-1.029734349	-0.928519751	-0.19033419	-0.432736414	-0.133479975	0.562195483	-0.138511047	-0.400630889	0.033408885	-0.276578066	-0.085682056	0.20719606	-0.44777271	-1.341910833	0.08254458	0.742122343	0.510509675	0.507074327	0.243071565	0.047788673	-0.828940932	0.549847818	0.42588856	-0.194149372	0.680462902	0.145360482	-0.206835015	0.164864159
Q15696	0.034400433	0.364932859	-0.400226816	0.139743638	0.46990553	0.064457751	-0.053994589	0.302865978	0.03614501	0.812862446	0.325613095	0.158846268	-0.107259503	-0.043978617	0.579906561	0.205594972	-0.162980242	-0.098098519	-0.10037404	-0.044780899	-0.377653908	0.274314574	-0.10037404	0.218826313	-0.224464138	-0.304564682	-0.484337845	-0.340618649	-0.174123182	-0.035615975	-0.15938552	-0.10037404	-0.131938368	-0.157190718	0.055715189	-0.153800668	-0.139117275	-0.877598495	0.859294386	0.129239498	0.649767164	0.047210642	-0.038861474	-0.147662804	0.083561758	0.009595779	-0.076849984	-0.15645499	-0.326274322	0.030966344	-0.59699948	-0.623612404	-0.008404856	0.131432609	-0.119051822	-0.331892215	-0.293951984	-0.214866458	-0.110580745	-0.362445102	0.014145434	-0.476027599
Q15717	-0.1040854	-0.258880014	-0.470803016	0.021151779	-0.383177038	0.006143448	-1.109637059	0.225112915	-0.719897002	0.259045672	0.079669771	0.280771491	0.337982712	-0.721462838	-0.230661525	-0.170888272	0.070706122	0.122595361	0.057877532	0.206543489	-0.016545755	0.1944151	0.136389967	0.119589558	-0.071327302	-0.101047534	0.49136531	0.13821678	-0.439165844	0.235685806	-0.027237359	-0.797304037	-0.260297448	0.004246416	0.476869805	0.151711057	-1.051172207	0.423631079	0.50100553	0.165811826	0.277114009	-0.460454285	-0.111517322	-0.326186745	0.279218846	0.29879396	0.876312793	0.100526962	0.135280753	0.192786285	0.906291051	-0.046067545	-0.45445742	-0.019688266	-0.376637774	0.307731555	0.147683677	0.290249177	-0.323983417	0.16284704	0.226774952	0.573028812
Q15758	0.464802969	-1.621104609	0.478905101	-1.028101751	0.464802969	-1.282181045	1.016717761	-0.679462701	0.96884499	-0.18146337	0.957134278	0.10489239	0.811418913	-1.200695687	0.861625238	-0.215056417	1.132209329	-0.053815333	0.909031944	0.142434959	0.11841392	0.04088663	0.22104038	0.238141528	0.151465284	-0.761490382	-0.858112177	-0.729272294	-0.997261524	0.609822288	-0.891952844	0.614707983	0.01560943	-0.431214646	-0.714814923	0.805456011	-1.065928826	-0.201692188	-1.621104609	0.660028613	0.842910516	0.723334577	0.712674327	-0.072493314	0.355258209	0.073208873	1.066869503	0.633822659	-0.024557193	0.083232065	0.134621695	-0.035269017	-0.383023095	0.45394133	-0.791380079	-0.428531459	0.188665366	-0.526218792	0.263318232	-0.488177084	0.581961146	-0.732641835
Q15819	0.618232747	-0.536217859	-0.01901907	-0.648369824	-0.520340761	-0.477988577	0.503086481	-0.304461861	0.759289554	-0.51656977	0.544270751	-0.373533592	0.561017649	-0.342318626	0.453911153	1.364050468	0.694330879	0.043315999	1.232905365	0.118806773	0.638315408	0.000344738	0.437022549	0.003407911	0.092613019	-1.038683378	0.958545759	0.290269065	-0.239385416	0.545298588	-0.341329778	0.453911153	-0.050299149	0.146414803	-0.485272109	0.695690127	-0.808149035	2.05218234	-1.67175014	-0.018566088	-0.037600449	1.042107086	-0.005411113	-0.777394745	-0.477264148	-0.584296589	-1.137384995	0.262975814	-0.802221058	1.141654643	0.830649771	0.420754039	-0.545471337	0.555426518	-1.467745522	-0.545471337	-0.082586392	-0.545471337	0.369064175	-0.414033402	0.453911153	-0.414033402
Q15907	-0.274484978	0.049476638	-0.463110505	-0.262716566	-0.168746132	-0.188685963	0.285327001	0.174064268	0.791892658	0.008774214	0.757536014	0.488655664	0.586525026	-0.068415395	0.417314654	-0.038811199	-0.323251203	-1.339470356	-0.071658734	-0.427690537	0.307138718	0.359835615	-0.379838728	-0.909978735	-0.382434575	0.013902066	0.246084532	-0.016482056	1.178311367	0.116456142	-0.5081038	0.040732502	-0.943297752	-0.388308162	-0.412023048	0.185500189	0.275668228	0.192021378	-0.246538478	0.884220859	0.516758416	0.053697057	-0.289179445	-0.008081639	0.060505314	0.100124538	0.121107201	0.059194611	-0.191598296	0.715015029	0.008981668	0.124478733	-0.031629413	-0.213320608	0.124354544	-0.044602761	-0.636359895	0.012832913	0.01398828	0.137701269	-0.71493292	0.261089596
Q16181	-0.024135907	-0.104198036	-0.337277693	-0.109402742	-0.05566719	-0.159900165	-0.570829041	-0.124052524	-0.420442576	-0.033817758	-0.420442576	0.071603145	-0.292874094	0.004051814	-0.220851085	0.191354317	-0.314813952	0.043216748	-0.420442576	0.160171521	0.105846309	0.055029946	-0.464846175	0.191354317	-0.464846175	0.040388144	0.129495086	-0.455482518	-0.109402742	-0.161689091	-0.109402742	-0.089666082	-0.152845038	-0.347846841	0.052174359	-0.412127464	-0.00523144	0.320829002	-0.104198036	-0.2271994	-0.012111315	0.231206369	-0.051502341	-0.195648948	0.076765759	-0.19048773	-0.152845038	0.112858317	0.297257294	0.054065669	-0.474076718	0.051088109	-0.152845038	-0.127623288	-0.111131829	-0.005177522	-0.008279	-0.149696978	-0.11723998	-0.109402742	0.032622694	-0.005177522
Q16186	-0.200930087	-0.258811311	0.466560056	-0.431547604	-0.191568885	-0.51895319	0.466560056	0.298232249	0.456148211	0.08496834	0.338721755	-0.652725406	0.338721755	-0.401424944	0.084872597	-0.079561112	0.338721755	-0.287905534	0.324975508	-0.083408357	0.370062771	-1.150813501	0.466560056	-0.079561112	0.466560056	-0.507596456	-0.042796847	0.077602945	-0.431547604	0.149305119	-0.431547604	0.191722728	0.320445127	0.034061864	-1.100199749	0.389408031	-0.555072504	0.306993263	-0.258811311	-0.319930564	-0.287318847	0.26447185	-0.022770696	0.324975508	-0.976271001	0.458615259	0.320445127	0.242552202	0.086205315	-0.213758922	0.287911023	-0.164079938	0.320445127	-0.233884686	0.032632803	-0.578762961	-0.319930564	0.320445127	-0.233884686	-0.431547604	-0.277731584	-0.578762961
Q16527	-0.051493529	0.251636279	0.488197813	0.219759297	0.148491563	-0.252332376	-0.479380307	-0.069748934	0.092617777	0.429143235	-0.540287915	-0.515309194	0.0344082	-0.089801791	-0.033756908	0.15957868	-0.032640809	-0.173941997	0.566377901	0.321601041	-0.144632149	-0.061859393	-0.128815405	-0.180228952	-0.39995025	-0.125774741	-0.387117846	0.080867479	0.01603906	0.084252828	0.01603906	0.318012906	0.083214487	-0.124493902	0.125372552	0.226459087	-0.016690521	-0.076627529	0.217441546	-0.061183839	-0.001063294	-0.003347603	0.066974785	0.318012906	0.01881061	0.262151032	0.164637176	0.108055708	-0.264813119	-0.065807573	-0.180676911	-0.405154864	0.083214487	-0.38278608	0.615514439	-0.015243955	-0.38278608	0.083214487	-0.361251404	0.01603906	-0.361251404	-0.015243955
Q16531	0.083991697	0.087439188	-0.718728325	0.120150996	-0.03201157	0.135023484	-0.192074883	0.126793395	-0.514004176	-0.278958336	-0.514004176	-0.024744698	-0.654858933	0.045439984	-0.718728325	0.321461982	-0.617055303	0.201148324	-0.718728325	0.25053665	-0.617055303	0.476349606	-0.718728325	0.321461982	-0.745513967	0.29734551	-0.577039131	-0.032491741	0.120150996	-0.718728325	0.120150996	-0.718728325	0.352047847	-0.045747311	0.3443612	-0.553991704	0.114267385	-0.78492471	0.087439188	-0.64246284	0.074913178	0.10421994	0.476349606	-0.382980444	0.211822024	-0.745513967	0.119807469	-0.140241991	0.083991697	0.133213696	-0.420784074	-0.516766346	-0.400527159	-0.112777723	7.77E-05	0.074913178	-0.399199053	-0.094396618	-0.686251933	0.120150996	-0.420784074	0.074913178
Q16543	-0.552757666	-0.011439408	-0.21050626	0.244997741	-0.230108097	0.172666497	0.581463485	0.296236476	-0.199344126	-0.574966398	0.524242469	0.171557134	0.514552064	0.162288652	0.427035651	0.485766842	-0.205216386	0.311865531	-0.534258885	0.328462908	0.005397388	-0.573123244	-0.314985371	-0.289914782	-0.314985371	0.294695606	-0.033739659	-0.191792815	-0.175614303	0.001401991	-0.117203678	0.233450836	-0.060563083	0.120157595	-0.448145734	-0.190432919	0.125583552	-0.515521758	-0.25182103	-0.946846543	0.541990117	0.536311935	-0.122111896	0.45655431	-1.300528313	-0.019331457	0.00293553	-0.002201748	0.151346984	0.283041326	-0.046961064	0.400052823	-0.431911327	-0.099804721	-1.120955726	0.19026615	0.027729038	-0.489802484	-0.167481849	-0.232434667	0.923174043	-0.10232951
Q16555	-0.233724294	-0.404985859	0.261668991	-0.465084318	0.261668991	-0.8543859	0.538341403	-0.373471895	0.729886442	-0.426458398	0.619803155	-0.369965008	0.619803155	-0.877003846	0.619803155	-0.404985859	0.619803155	-0.375225925	0.677988908	-0.157274514	0.686546616	-0.395553556	0.538341403	-0.157274514	0.538341403	-0.607214703	0.666676356	0.552394595	-0.486914744	0.107945007	-0.642320627	0.42690596	-0.373471895	0.677988908	-0.542634521	0.42690596	0.056752721	0.738506367	-0.560692481	0.826194121	-0.226020489	0.366576379	-0.415244835	0.677988908	-0.283363989	0.574462579	0.323565243	0.617659327	0.462766992	-0.168672408	0.200098466	0.118971429	-0.106730417	0.377751702	-0.397594203	0.013795523	0.452325469	-0.484066601	-0.219433355	-0.655293946	0.348563927	-0.163388173
Q16560	0.531714456	0.001357331	0.22461459	-0.125030147	0.70426067	0.099208957	0.258333124	0.164082227	0.069096336	-0.115439927	0.965840191	0.508477652	-0.002499809	-0.033854879	0.407224502	-0.030481999	0.672007573	-0.369303106	0.259464076	-0.460515821	0.699380158	0.116579554	0.774681743	-0.223394427	0.601170039	-0.07464362	0.690825863	0.437506876	-0.947421851	-0.340349951	-0.388965732	-0.192817958	-0.438414931	0.064771601	-0.006593171	0.309833614	-0.63425295	0.425167628	-0.146193248	0.576217557	-0.203279582	0.597426758	-0.351400573	0.390404749	0.044540594	0.740821164	-0.511444294	0.312479642	0.363071536	0.116579554	0.11229716	0.68036212	-0.237806149	0.312479642	-0.37955287	-0.235195547	-0.195240571	-0.91968589	0.360849436	-0.085333666	0.650070971	-0.279846275
Q16576	-0.112112927	-0.401967327	0.062546255	-0.577675373	-0.450684348	0.416016823	1.062361947	0.083786731	0.043934542	-0.440091692	0.435918587	-0.138504557	0.584949276	-0.574981108	0.561419199	-0.087112914	0.049315081	-0.286205637	0.058698407	-0.245602445	0.0370482	-0.364384835	-0.446436092	-0.490556602	-0.165898211	-0.847029794	0.123519069	0.357471466	0.471376318	0.290674034	0.727505744	0.392105394	0.342876638	0.009885105	0.198020042	0.055545851	-0.463340513	-0.030819493	-0.47150395	0.162801402	-0.357004384	0.093107087	-0.03221473	0.073370115	0.252304182	0.010158429	-0.491574091	0.125667003	-0.723449659	0.305951076	-0.098337269	0.937299396	0.079781032	0.940696554	-1.123332771	0.010426281	-0.055003451	0.024531678	0.075294446	0.434987403	-0.138223556	-0.277303061
Q16629	0.324227904	-0.355446666	0.319488985	-0.256802519	-0.007254348	-0.436109703	0.117527055	0.068029682	-0.629353093	-0.101950662	0.30540849	0.109077516	0.147057905	0.224637747	-0.143174506	0.025923744	0.378483009	0.30017053	0.259878314	-0.111071023	0.126816459	0.346252359	0.297416959	0.156695546	0.166349213	-0.189744367	-0.101177389	0.128679801	-0.36255483	-0.165795037	0.391832155	-0.021249884	0.312713959	0.403680603	-0.20949588	0.750092693	0.149031058	-0.992684965	0.20835809	0.393436231	-0.470787438	-0.552306707	0.116320931	-0.225684373	-0.387982699	-0.296365893	-0.446874069	0.062540659	0.447711767	0.297395627	-0.18327054	0.068306496	0.067806419	-0.379949003	-0.752901469	0.37664652	0.145999894	-0.081251778	-0.128762774	-0.268647247	0.267543148	-0.002888604
Q16658	0.559591825	0.612094736	-0.105542704	0.378346111	0.874378229	-1.234351605	-0.615755283	-0.515197611	1.901973773	-1.072964974	-0.339789263	1.18793815	-0.022754727	0.606532872	-0.358842429	-0.333404644	-0.052640753	-0.396282648	0.802471182	-0.205331178	0.334336161	0.373903338	0.074487977	-0.112702245	-0.234081162	-0.166461462	-0.263751971	-1.203880593	1.210753434	-0.565567128	-0.516532353	0.642860266	-0.892670065	0.869346068	-1.009433015	-1.57672159	-1.246248483	-0.231548865	0.272452731	0.094170806	0.143078576	-0.646903672	0.309817184	0.9533403	-0.454038301	1.475853377	0.232136827	-0.311577489	2.169085566	-0.365859289	-0.514439317	-0.87873172	0.661383792	-0.543959808	-0.153735758	1.059123978	-0.069745056	0.751265265	-0.224651543	0.431182249	-0.897706058	1.059123978
Q16778	-0.349816682	-0.128793454	-0.412787592	0.247812874	-0.048728824	-1.020243415	0.526783646	-0.503273385	-0.05398169	0.444616754	-0.199230064	-0.559580984	0.219741112	-0.24715938	-0.03459433	-0.048291944	0.076362978	-0.024166994	0.451891777	-0.548731659	-0.037377814	-0.530686563	0.699685567	-0.392189111	0.511294889	-0.035417865	-1.666845242	1.338205229	0.131005949	0.996550604	-0.068173502	0.612529857	-2.266396408	0.173104394	0.335755047	0.791033495	-0.918718515	-1.902934965	0.083781261	0.123542294	-0.358606488	1.079874368	0.424199755	0.876754797	-0.302781391	-0.128620485	0.195126901	0.581525057	0.056665955	-0.422824418	-0.639911933	1.010181177	0.105074084	0.633918708	-0.218054243	-0.036952859	0.402858813	-0.214603377	0.019977411	0.073980906	0.627272637	0.469367284
Q16822	0.690277388	-0.439360378	0.777828366	-0.842499846	0.379169459	-0.074779784	0.563367196	0.297104599	0.563367196	-0.044451356	0.541726237	0.279802391	0.48953776	-0.00635263	0.563367196	-0.110245001	0.443456342	0.01370449	0.494605275	0.196761184	0.532010511	-0.019983921	0.378488805	-0.286653294	0.532010511	-0.94816664	0.793616689	-0.733865072	-0.167824276	-0.746049743	0.162478994	-0.583605462	0.805190997	0.479880543	-0.100381744	-0.519114158	-0.442859321	0.706789683	-0.535110639	0.645005138	-0.030298517	-0.233920155	0.170782803	0.378488805	0.079802573	0.561518485	0.363582021	-0.19148498	0.445363563	0.155260628	0.636474973	0.755200266	-0.282120456	-0.710910987	0.004989211	0.336946533	-0.109271611	-0.844339054	0.2390778	-0.013712607	0.601753466	0.415488645
Q16836	-0.107420418	-0.448968355	0.322769335	-0.460037183	0.560853079	-0.437748817	-0.109756786	-0.342579728	0.144132466	-0.342579728	-0.009418877	-0.590899598	-0.009418877	-0.342579728	0.438742687	0.138651508	-0.387296759	0.020789333	0.24014242	0.260353081	0.437299131	-0.948132711	0.153073887	-0.176361458	0.261481567	-0.448968355	0.279460377	-0.14912664	-0.404514231	0.232169062	-0.448968355	-0.14912664	-0.47683742	0.084378416	-0.370298142	-0.260130989	-0.448968355	0.334822658	-0.448968355	0.248371662	-0.342579728	-0.14912664	-0.342579728	0.084378416	-0.342579728	0.233636426	-0.112620305	-0.137302654	-0.107420418	-0.04052371	0.438742687	0.019509073	-0.448968355	0.123748269	-0.393294693	-0.448968355	0.24008091	-0.421249941	0.334822658	-0.448968355	-0.072494107	-0.414752266
Q16851	-0.348995084	0.109354581	-0.267743501	-0.021367752	-0.221830965	0.281644183	-0.048021942	-0.01970908	0.25453728	0.502803586	-0.143129311	-0.662031897	0.097322202	0.598041863	-0.03127635	-0.113848932	-0.177759421	0.15407488	-0.057611849	0.252635712	-0.099771695	0.205085643	-0.124154827	0.116921936	-0.124154827	-0.773841061	0.177931633	-0.0008107	0.106933566	-0.167225033	0.106933566	-0.251449957	0.037416394	0.183692478	-0.191630718	-0.115922438	0.068967678	-0.100300373	0.240734967	-0.082801092	0.036007066	-0.002021283	-0.060081251	-0.171423289	-0.073740161	-0.240443619	0.097038082	0.048750014	-0.551557622	0.056527919	0.038426249	-0.069211885	0.037416394	0.303875761	0.095622366	0.074956852	0.244118127	0.066294068	-0.106211352	0.106933566	-0.10904293	0.074956852
Q16878	0.280823348	1.132657215	-0.24158262	-0.318264965	-0.031480492	-0.015486202	-0.151715747	-0.011212151	-0.534931341	0.350748654	0.43503423	0.415297032	0.148682005	0.21056746	0.572121962	0.007419804	-0.097544765	-0.038713179	-0.31493035	-0.76090535	0.035177554	-0.091519156	-1.184518154	0.24163417	-0.807250538	-0.307877671	0.456714982	0.114852406	0.313342865	-0.383464649	0.653471492	0.932319807	-0.124647757	0.616670763	-0.082525646	-1.002504417	-0.244405852	0.257571961	-0.295714104	0.026986968	0.276151	0.015321297	0.276151	0.28017896	0.34546993	0.337520672	-0.075381536	-0.346879863	-0.133682204	0.205348975	0.205171132	0.247256629	0.276151	-0.248621034	0.225861069	0.352938406	-0.259125252	0.32354654	-0.280847631	0.150209894	0.225743017	0.33486201
Q16881	-0.205306129	-0.447321114	-0.056110663	-0.369989116	-0.099926073	-0.383148242	-0.189973668	-0.194586025	0.159988262	0.133281758	0.159988262	-0.044094692	0.089707202	-0.170843578	0.104832579	0.204950504	0.120425031	-0.004576914	0.159988262	0.206203598	0.029078645	0.097238476	0.014170397	0.204950504	0.014170397	-0.011416509	0.112670679	-0.451843996	-0.369989116	0.100112986	-0.369989116	0.115238363	0.067641185	-0.179201525	0.061324668	0.120387009	-0.368331412	0.119223766	-0.447321114	0.112862305	-0.184214008	0.042455879	0.062459295	-0.088905702	-0.070383127	0.101314163	0.067641185	-0.091616675	0.082215285	-0.219644984	-0.294767334	0.068783265	0.067641185	-0.124917143	-0.311040363	-0.320494759	-0.100161192	0.183085925	0.029555564	-0.369989116	0.06510023	-0.320494759
Q16891	0.622598187	0.157626027	0.713985549	0.092660637	0.264172156	-0.870613142	-0.668392023	-0.171656115	-0.444993913	-0.04685278	-0.331788027	-0.54655699	-0.177442168	-0.446807238	-0.35040789	-1.065249803	-0.027542306	-0.083439801	-0.267432231	0.426612935	0.982872685	0.360359515	0.20220146	0.122653854	0.259050003	-0.245146766	-0.2862225	-0.080907875	-0.036738385	0.445327001	-0.109975478	0.445327001	-0.025160142	0.203743246	0.047846427	0.551477499	0.150552335	-0.052467699	0.357167427	0.086750786	0.1728585	0.485069889	0.02926777	-0.059401491	-0.418653559	0.039409062	-0.312341425	0.910312606	0.221842197	-0.028769752	0.049060271	0.228239467	-0.033674937	0.228239467	0.108483872	0.124146968	0.133949991	0.124146968	0.575664192	-0.109975478	0.575664192	-0.109975478
Q3B820	-0.001097954	0.040820217	-0.009135127	-0.035403245	-0.001097954	-0.107629143	-0.147396292	-0.056789074	0.036986862	0.052592925	0.036986862	-0.20832409	-0.088857233	-0.035403245	-0.088857233	-0.110714799	-0.088857233	-0.110714799	-0.028328435	-0.20832409	0.028949688	-0.035403245	-0.028328435	-0.20832409	0.059430845	0.040820217	-0.088857233	-0.063207056	-0.035403245	-0.06641325	-0.035403245	0.059430845	-0.20832409	-0.06641325	-0.20832409	-0.06641325	-0.20832409	-0.184250463	0.040820217	-0.06641325	-0.110714799	-0.150966336	-0.107629143	-0.150966336	-0.173272792	-0.06641325	-0.173272792	-0.028328435	-0.085651039	-0.110714799	-0.001097954	-0.06641325	-0.110714799	-0.150966336	-0.021737776	-0.110714799	0.059430845	-0.035403245	-0.06641325	-0.035403245	-0.063207056	-0.110714799
Q3KP66	0.350113281	0.386196122	-1.736060599	0.61622226	-0.523728511	-0.74968733	0.114018968	-0.255879864	0.969914438	0.117285436	-0.048507582	1.161498329	0.341625823	0.095013452	0.150135141	0.302775054	0.072450024	0.539559173	0.679330926	0.088770222	0.634360007	0.801758798	1.043894267	0.121934631	0.97513829	-0.035144258	-0.308327249	-0.419153864	-0.554188052	-0.164230362	-0.580113769	0.052491134	-0.753668954	-1.025260697	-0.527119205	-0.713052903	-0.346885826	-0.152985994	0.55565546	0.48220618	-0.305001988	0.083127343	-0.288158085	0.121321152	0.230443988	-0.322863008	-0.192383291	0.002247754	-0.132636919	0.451006917	-0.500744014	0.295078322	-0.049366792	-0.034570905	0.475047942	-0.071109214	-0.313530098	-0.155667971	0.010797296	-0.267351636	-0.969143397	0.284065175
Q53EZ4	-0.31086646	0.153042652	-0.25590555	0.168038103	-0.29437122	0.159203927	-0.169237693	0.192016607	-0.469698203	0.140261212	-0.399525587	0.174944341	-0.25590555	0.168038103	-0.280343836	0.412182509	-0.272187674	0.29267474	-0.358855531	0.339184494	-0.280343836	0.168038103	-0.210925245	0.412182509	-0.280343836	0.285768502	-0.280343836	-0.028243861	0.168038103	-0.26648139	0.168038103	-0.280343836	0.371112895	-0.280343836	0.174944341	-0.118551104	0.174944341	-0.399525587	0.153042652	-0.280343836	0.135970387	-0.280343836	0.159203927	-0.02737208	0.086351911	-0.280343836	0.086351911	-0.280343836	-0.31086646	0.280432626	-0.280343836	-0.272187674	0.285768502	-0.169237693	0.103424177	0.135970387	-0.201366459	0.374360932	-0.399525587	0.168038103	-0.280343836	0.135970387
