Protein,i10,i105,i106,i107,i108,i109,i11,i110,i12,i122,i123,i124,i125,i126,i127,i13,i136,i137,i138,i139,i14,i140,i141,i15,i151,i152,i153,i154,i155,i156,i167,i168,i169,i170,i171,i172,i185,i186,i187,i188,i189,i190,i202,i203,i204,i205,i206,i207,i216,i217,i218,i219,i220,i221,i232,i233,i234,i235,i236,i237,i247,i248,i250,i251,i252,i26,i27,i28,i29,i30,i31,i41,i42,i43,i44,i45,i46,i57,i58,i59,i61,i62,i71,i72,i73,i74,i75,i76,i88,i89,i90,i91,i92,i93
P36871,-0.020704783,-0.15317087,-0.166125939,-0.250100673,0.294961349,0.052411496,0.60937737,-0.447318302,-0.08444791,-0.239565758,-0.317722232,0.089143878,-0.100309759,-0.182962926,0.522221907,0.419578172,-0.299798324,0.612014012,-0.405253672,0.108004554,0.180310253,-0.463389284,-0.251572686,-0.008777387,0.428214201,-0.18684854,-0.352844001,-0.156319433,-0.398795172,0.18896938,0.22877571,0.540959274,-0.510626023,-0.069242674,0.007619967,-0.459015099,0.206679057,-0.618364664,0.025682722,-0.008166297,-0.311796012,-0.554279661,-0.572255997,-0.260521957,0.42308839,-0.206862935,0.487429216,0.072560588,-0.08071644,0.375773735,-0.102444277,-0.168671879,-0.002028047,0.077457947,0.298551181,0.343970644,-0.163438827,-0.179197216,-0.092909972,0.400392126,-0.643170563,0.289830816,-0.118420311,0.211440158,0.096928236,0.320831215,-0.280117674,0.293595798,0.533148912,-0.22220678,0.02772853,-0.15146283,0.06734228,0.02541714,0.04559032,-0.336868885,0.630518843,0.126567331,-0.562863668,0.134475963,-0.115814601,-0.10664622,0.067802894,-0.119881918,-0.158790905,-0.027433247,-0.05031886,0.287868914,0.004980403,-0.684388765,-0.320846932,0.00606353,0.110663959,-0.368858629
P37108,-0.211580251,0.04104625,-0.774566333,0.045697926,-0.231186773,0.225823479,-0.091566466,-0.148218171,0.009721213,-0.498211751,-0.065171326,-0.182184559,-0.258123297,-0.097566981,-0.186060679,-0.109300151,-0.272096997,-0.489473881,-0.061134481,-0.013540848,-0.273286755,-0.359780132,-0.361355392,-0.174880763,-0.224868163,-0.414515241,-0.026607365,-0.386381675,-0.166553991,-0.185702717,0.630876189,-0.144031682,-0.424452347,0.295470953,-0.44168411,-0.109868566,-0.173668405,-0.36781562,-0.072465849,0.082052535,-0.087666746,-0.109873696,-0.200242161,0.052544763,-0.737235319,0.022481253,-0.155432363,0.023202739,0.319064566,0.136472674,-0.442586323,0.303417595,-0.000708581,-0.3165216,-0.10109465,-0.115788974,-0.112927375,0.037022677,-0.241120231,-0.2917973,-0.298274579,0.576548012,0.126426487,0.053655918,0.051615417,-0.204594065,0.001909706,-0.332399541,0.290512227,-0.319346295,-0.00766203,0.129405883,-0.061688558,0.497595932,0.164228803,0.155092418,-0.139936034,0.105725415,-0.291554642,-0.641079657,0.163600439,-0.128066762,-0.095161734,0.181360646,-0.770967888,-0.09634677,0.309671148,-0.098580745,-0.581503046,-0.148159331,-0.30266784,-0.184492355,-0.160533115,-0.263117666
P37802,-0.88299192,0.473245829,-0.239963881,0.006349808,0.172884066,0.022185545,-0.600214563,-0.668746778,-0.396556041,-0.028729068,0.143512041,-0.077362636,-0.504779597,-0.219508193,-0.524979998,0.050903775,0.013765394,-0.74607698,-0.129642541,-0.307664557,0.230714701,-0.236601474,-0.248181263,0.213997044,-0.054368385,-0.027767563,0.232460342,-0.267610431,0.668782777,-0.058973954,0.11728128,0.114465724,0.410223046,-0.342778133,0.066067822,0.431838524,-0.137958212,-0.390856551,0.067812848,-0.271986375,-0.54264764,0.128731046,-0.223855258,0.533795487,0.28142296,-0.452829606,0.214265586,-0.05970943,-0.004589829,-0.340330039,0.084044799,0.438107347,0.431819751,0.364984805,0.263722271,0.249027947,0.4792558,-0.004983949,0.303464995,0.256103398,-0.095385196,0.068288742,-0.34464479,-0.181512406,0.580702878,-0.257985682,0.382799253,0.212935414,0.251261707,0.20216196,0.243829765,-0.05555594,-0.047824281,-0.365257116,-0.144425366,0.280920125,0.395566207,0.046681256,-0.173060791,-0.27284412,-0.193509942,-0.305577068,0.370188247,0.142622967,-0.099202791,0.321656863,0.47967369,0.013703308,-0.002621781,0.394973507,0.148485598,0.033072704,-0.064493395,-0.067204611
P37837,-0.291555614,0.035095955,-0.420953469,0.437601788,0.084106905,-0.165724032,-0.222856408,-0.237950105,0.106072282,-0.266072951,0.140970358,0.231739027,-1.240418249,0.010407703,-0.248458537,-0.604254448,-0.095651365,0.351865836,-0.113793872,-0.858327718,-0.44377791,-0.675570786,-0.277921995,-0.630607296,-0.198519771,-0.161112602,-0.276115782,-0.516629589,-0.467270034,-0.412722806,0.062612462,-0.227688315,-0.136056498,-0.477550072,0.52209721,-0.4700555,-0.721953558,0.11514748,0.027492374,-0.126923051,-0.128819183,-0.404864527,-0.116982001,0.509201287,0.272150189,-0.147218507,-0.439642339,-0.30743688,0.130927051,-0.633017817,0.069724579,-0.389872805,-0.359746801,-0.133407258,0.05768374,-0.623105312,-0.101424828,-0.022436898,0.153400828,-0.708487881,0.163197522,-0.208513176,0.570807003,0.284320445,0.62692428,-0.165997287,0.260060946,-0.891209146,-0.01818546,0.201605468,-0.165316688,-0.324264823,0.236687683,0.507329358,-0.419306893,0.19174279,0.674917332,-0.408104982,-0.049304717,-0.171718243,0.125539671,-0.374630419,-0.089467249,-1.304498098,-0.440583823,-0.029787314,-0.281220735,0.060260202,-0.408567499,-0.259372774,0.114624426,-0.36537426,-0.540888252,-0.425249529
P38117,0.04617859,-0.272188869,-0.319557841,0.650933577,-0.550180233,0.160522085,0.429702531,-0.108665224,-0.656711475,0.115190431,0.267657477,-0.740971177,0.265955539,0.129869283,0.372062625,-0.316597281,-0.21580745,-0.377552389,-0.40416355,0.222031682,-0.2018941,-0.16532858,-0.276889659,0.305132266,-0.189845935,-0.332269159,-0.393899445,0.135130396,-0.065727893,-0.233612095,0.426917784,0.262329669,-0.319774122,-0.034001818,-0.701569946,0.194678073,0.490374347,0.462776525,-0.47248764,0.154480804,-0.325557653,-0.256529377,-0.282832999,-0.120999175,0.220276271,-0.117896829,-0.313236215,0.217324965,0.14753523,-0.254362794,0.188060069,-0.461378958,0.347516922,0.155326601,0.106842652,0.256406113,-0.072463368,0.111180631,0.161143957,0.005874745,-0.13746308,-0.230202768,-0.188465202,-0.078131366,0.074517256,0.060942127,-0.535838932,0.053079832,-0.051283698,0.332891806,-0.072091542,0.154488628,-0.012094371,0.184008312,0.291107519,0.181193225,0.017794366,0.686034634,0.441061141,-0.011872303,0.391606881,-0.636605771,0.085321634,0.146033402,-0.290967157,-0.45388828,-0.179241952,0.543352096,-0.052142617,0.217041691,0.112883406,0.45678872,0.041317579,-0.501041526
P38159,-0.237394097,0.06642749,0.312250635,0.062192815,0.338226882,0.012363637,0.409697593,0.327156316,-0.129615649,0.00245132,0.451570291,0.159984099,0.105746779,0.080679882,0.368775442,0.293244731,0.077037053,-0.34846681,-0.202936806,0.035347708,0.447097696,0.699624411,0.404213197,0.563172018,0.233019648,0.255321223,0.370223362,0.414513554,-0.205181567,-0.037310404,0.188707914,0.319077494,0.037139218,-0.185935434,-0.02180479,0.365465667,0.01815598,0.300880507,0.415374128,0.154361804,0.161314405,-0.159202045,0.15324159,0.270202975,-0.091341385,-0.352511072,0.176248273,0.422074036,0.394119896,-0.091523936,0.457209362,0.608000221,0.156093917,0.088938976,0.157271844,0.038648837,0.211192735,0.529302365,0.389582224,-0.333608885,0.028649281,0.663322027,0.253155597,0.191525801,0.029801153,-0.039843993,0.482628828,-0.265261884,0.313439334,-0.132867105,0.364573882,0.287413101,0.011499803,0.544343991,-0.01766987,0.279263306,-0.027656,0.10305372,-0.100976706,0.405788658,-0.073084658,0.160938166,0.353019845,0.395673724,0.2277181,0.314302894,0.173639443,0.277814598,0.449957057,-0.082304469,0.052309057,0.082100584,-0.003255877,-0.22182065
P38646,0.806526352,-0.308697003,0.020584152,0.331035576,0.45134156,0.100997335,0.280783889,-0.011920181,0.283204145,0.198631026,-0.165243385,0.054920275,-0.195342834,0.433788617,0.045678631,0.008106659,0.232157977,0.339171841,-0.392374529,0.004981504,-0.010541399,-0.327221377,-0.002097714,0.012797245,0.366214076,-0.575918863,-0.283008149,0.262851263,0.038870877,-0.181088354,0.008557353,0.234947523,-0.404721458,0.273544659,0.098128471,-0.384591349,0.251108873,0.044424204,0.250992785,-0.289130992,-0.183399116,-0.340534503,-0.197002688,0.005201171,-0.091013589,0.105295209,-0.402604537,-0.066896047,-0.254369266,0.197208447,-0.254120192,-0.06711905,-0.376531353,-0.001024123,-0.050941725,0.020045825,0.219541343,0.528171496,-0.266890511,0.352357095,0.147561769,-0.210357176,-0.632383045,-0.150717245,-0.234646868,-0.114576869,0.31592558,0.225977549,-0.026811323,-0.176446791,-0.173395275,-0.217938866,-0.021867097,-0.025085497,0.241819682,-0.010721743,-0.122714807,0.006555102,0.562848162,0.149912618,-0.138004181,-0.100848104,-0.426882038,0.493845868,0.561599786,-0.198766922,-0.03786644,-0.087486803,-0.13939967,-0.17917993,0.388085955,0.15227363,0.058755614,-0.105015682
P38919,-0.08172101,-0.058189904,0.031077478,-0.053050066,-0.307726728,0.012962257,0.339597861,0.497434444,0.039986113,0.118656027,-0.158334637,-0.164989079,0.52442024,0.005807302,0.095294156,0.116325856,-0.127995252,-0.017098135,0.15309673,-0.034266569,-0.120254564,-0.178112515,-0.135298226,0.281340234,-0.441007258,0.432007761,-0.053951974,0.000254255,-0.274740556,0.363008213,0.285854438,-0.269774971,0.085398734,-0.406864056,-0.277816484,0.116779847,0.309120277,0.190849916,-0.529675459,-0.125486496,0.428934287,0.107840419,0.362069075,-0.3508209,-0.108071865,0.343403098,0.161243617,0.136133103,0.064233609,-0.033509841,0.073818468,-0.262564494,-0.316547421,-0.031715805,-0.335247334,-0.072770543,-0.065360141,-0.096448118,-0.019782936,-0.164634183,-0.296938934,0.030311571,-0.005002902,-0.010269554,-0.009122913,-0.201047026,-0.188746854,-0.235846128,-0.005588976,-0.111443892,-0.206099491,0.0058055,-0.352184135,-0.054361764,-0.005211254,0.175169326,0.179235135,-0.147386981,-0.096448452,-0.561188167,0.216368079,0.261221465,0.006015436,-0.009848202,-0.480701372,0.0048304,-0.018055213,0.002596425,-0.058438265,0.269555138,-0.366939682,0.318444644,0.295984067,-0.004285955
P39019,-0.321697338,-0.677187148,-0.738246018,0.068540716,-0.387944074,-0.679816966,-0.418312418,0.413093389,0.140934566,-0.186327657,-0.345406952,-0.149877801,-0.017656836,-0.947203212,-0.488918156,-0.395527389,-0.071328935,0.110014918,0.331246924,0.323950928,-0.138088031,-1.24607277,0.541276856,0.113568746,-0.124034419,-0.222812547,-0.157807408,-0.600973225,0.142900003,-0.212607093,-0.290605651,-0.104679227,-0.235369413,-0.294320436,-0.521359178,-0.444599112,0.904641007,-0.550756497,-0.220850808,0.011270248,0.406204497,-0.341259816,-0.210204889,0.415085922,0.257299767,-0.705695597,-0.122051266,-0.344665974,0.394282464,0.193405523,-0.038243192,0.396142937,-0.218422149,0.339368924,-0.296739994,-0.155010013,-0.411600768,0.468339143,-0.610920531,0.305150209,-0.238993523,0.642006175,-0.354300606,-0.284248859,0.749445894,-0.385800255,0.730961291,0.1880519,0.537641122,-0.119478189,0.24437589,0.253662394,0.493431904,0.213194867,0.233368047,-0.520031151,0.971889065,0.662453552,-0.093358002,-0.671934187,0.052886028,-0.268375039,-0.004103366,0.809416484,-0.092156913,-0.126421119,-0.504999767,0.637577445,-0.359129035,-0.897932061,0.127253966,0.242575932,0.20838908,0.059057073
P39023,0.005005721,0.451720639,0.16096964,0.388287382,0.122317338,-0.063092839,-0.561517648,0.421658963,-0.376016319,0.077784144,0.348469361,0.319262023,0.44961725,-0.253876692,0.03743378,-0.014865087,-0.108650924,-0.176611188,0.364285507,0.011438564,-0.201129921,-0.373156242,0.283577802,-0.350492504,0.396127783,0.242979736,0.123586423,0.313405447,0.035387578,0.280525857,-0.017212597,0.254398289,-0.059704353,0.191905295,0.249554326,-0.420079954,0.318580049,0.577512535,0.245009613,0.274301095,0.037261991,-0.132472749,0.651506549,0.173652499,0.054849906,0.403723176,-0.02280251,-0.166255134,-0.938507043,-0.344672349,-0.021377265,-0.546594933,0.020113678,-0.037502874,0.180701869,-0.687002235,0.376045349,-0.032643839,0.33219163,-0.629306886,0.273877822,-0.885725586,-0.199927198,-0.109752698,-0.098148965,0.22705872,-0.733781086,-0.101248752,-0.220534603,0.032837968,-0.367398911,-0.293296155,-0.228751211,-0.202704209,0.39674463,-0.371503381,-0.398001105,0.385891412,0.225601621,0.284589132,-0.987133687,-0.087107375,0.077397923,-0.424643146,0.568724157,-0.230985045,-0.61576746,0.169546518,0.071701561,0.740889575,0.118359476,0.226898882,-0.218703076,0.103086934
P39687,-0.366361281,-0.277998052,-0.068488617,-0.476140963,-0.154675656,-0.082919265,0.263287426,-0.047714003,0.281339955,0.501458561,-0.578636495,0.118230413,0.165260312,-0.379859913,-0.402646174,0.572119545,-0.362594359,-0.70047807,0.037197587,-0.314594107,0.049976143,0.145562642,0.062926849,0.30553078,-0.019063243,-0.261203825,0.059366309,0.280948235,-0.14463222,-0.234747522,-0.462404423,-0.333244675,-0.167938283,0.033101781,0.501036079,-0.250244412,-0.088867662,-0.031772249,-0.063389407,0.076325065,0.34166772,-0.298604963,-0.549749436,0.209746844,-0.312636028,-0.041446695,-0.259948078,-0.055835608,0.507732892,0.301876375,0.065183501,-0.381412168,0.023568039,0.38415686,0.14194657,0.216226835,-0.281593579,0.463015235,-0.130645418,-0.110708352,0.193359271,0.271583612,-0.216124779,-0.013952029,-0.069996264,-0.05951084,0.455261664,-0.347911512,0.437581222,-0.274001579,0.171444352,-0.073494654,-0.302109929,0.312819993,-0.229721849,0.155132004,-0.300966673,0.123380229,-0.050872708,-0.278692155,-0.444747686,-0.222416164,-0.084795187,0.311521354,0.02765111,0.41533299,-0.475375685,0.33487962,-0.408831604,0.390197726,-0.179882684,-0.053348779,0.091795571,-0.201503804
P39748,-0.077076612,-0.109737151,0.265381088,0.31683428,0.15328732,-0.541078248,0.340162952,-0.201073263,0.455520846,-0.052325062,0.250330517,0.497663469,-0.056287822,-0.745615367,0.329847293,-0.56955475,0.151973755,0.537765637,0.531890403,0.020461889,0.320534205,0.079506108,0.151991694,0.19491935,0.147990846,0.488926321,0.143650016,0.173753006,-0.448989929,0.060678051,0.000615734,0.186981307,0.538565451,0.523082554,-0.058387367,0.329358967,0.192612657,0.248769797,0.514504852,0.446368375,0.004207183,-0.228124658,0.042983447,0.35374941,0.32538757,-0.099063174,0.429920334,0.215795996,-0.038433232,-0.315531629,0.063026217,-0.140649288,0.692280807,0.117394756,0.191869414,-0.350146135,0.417290698,0.119712381,0.60354529,0.141128803,0.473838163,-0.261853977,-0.054652694,-0.059919346,0.268978882,0.117394638,0.419487591,0.249630094,-0.245531675,0.508799586,-0.347714039,0.522243366,0.028033432,0.355297944,0.511226611,-0.289155357,0.189900749,0.050850732,0.274784089,0.406143749,0.086531715,0.271470439,-0.060203346,-0.17092372,0.691254724,-0.361790001,-0.084273995,-0.175189761,-0.156025169,-0.072150868,-0.264311218,0.609963913,-0.16696782,-0.094184956
P40121,-0.593123726,-0.560502903,0.117980312,-0.915700932,-0.634544021,0.049844828,0.056932211,-0.536106792,-0.165578041,-0.467990475,0.098243946,-0.945694797,-0.078947839,0.440925588,0.433691477,0.020108315,-0.428987303,-0.105131041,-0.801457411,-0.389212518,-0.447725621,-0.077562946,-0.078388772,-0.617543371,-0.093862884,-0.219466538,-0.400125067,-0.188140374,-0.782986146,-0.455406724,-0.152570778,0.183169207,-0.370202713,-0.088835551,-0.99565762,-0.359897898,0.303046998,-0.179373556,-0.341836753,0.188590068,0.813407502,0.052781159,-0.432060741,-0.321488345,-0.306688782,-0.254927258,0.429093883,0.029737723,-0.838475253,0.166570571,-0.49801119,-0.045447025,0.118894693,-0.352984541,-0.606480453,0.02707254,-0.392714599,-0.612287007,-0.617137654,-0.397380034,-0.178600284,-0.346331601,-0.340224266,0.073955386,-0.847765047,-0.214176828,0.136982224,0.276190426,-0.447893718,-1.261833219,0.376321221,-0.650525739,-0.770296435,0.243925733,-0.607317588,-0.594397882,-0.350799966,-0.144771783,0.136309693,-0.271306686,-0.454007871,0.437123024,-0.079595602,0.562257353,-0.23401975,-0.988497785,-0.789648682,-0.248545078,-0.260439882,0.014164858,-0.222037155,-0.653281658,-0.262157983,-0.234349604
P40227,-0.308442767,0.501844742,0.484361464,-0.048688597,-0.018645091,0.26160484,0.651638397,-0.12120779,-0.63504099,0.382587861,0.478969959,0.257647764,0.130192377,0.238744088,0.672265495,0.205847248,-0.351340361,0.323713316,0.453519572,-0.341961402,0.298413575,0.710086946,0.162356877,-0.053645351,-0.065592215,0.074369648,-0.02464005,0.264131512,0.603620707,-0.175252322,-0.195795854,0.431139451,0.44190814,-0.01833553,0.0459337,0.191713152,-0.275643003,0.361231702,0.468858057,-0.181671957,-0.195718193,0.200960572,0.330276016,-0.201164332,0.170852235,0.456568552,0.185439415,0.03741236,0.106912831,0.01941411,-0.458847043,0.719045286,0.311581995,-0.122966607,-0.380279132,0.251870664,0.594515236,0.507548672,0.071366491,-0.495210401,-0.679796439,-0.063749138,0.776993542,0.278154771,0.337286577,-0.737549752,0.1081452,-0.267141308,0.09032639,0.406823632,0.525843803,0.10566587,0.389469652,0.193647527,-0.303817311,0.261697413,0.301506144,-0.25683652,-0.361261774,-0.25280323,0.067111748,-0.305252787,-0.003758669,0.436901834,-0.517156371,-0.142042073,0.540171565,0.495215592,0.048457535,0.158547474,-0.861214188,0.486906457,-0.043241624,-0.393537414
P40429,-0.095320141,0.709642824,-0.225304037,0.303588891,-0.171944487,-0.473112431,0.355548854,0.27531533,0.099489213,0.236775877,-0.044664992,-0.452523624,0.573366299,-0.428988047,0.087587818,0.24458981,-0.024049176,0.573860599,0.05320323,-0.505604833,-0.053180617,-0.32550933,0.526484953,0.167426858,-0.01559464,0.013142681,-0.319737824,0.371615246,-0.410112196,0.555021409,0.088498647,0.076691149,-0.159437286,-0.041822713,0.145905494,0.035469734,0.363327863,0.257994951,0.021924091,-0.140328075,-0.875225986,-0.319315579,-0.051582097,0.373463499,-0.024421932,-0.333933955,0.546489133,-0.33328796,-0.609708778,-0.486490023,0.091137397,0.360269951,-0.835901239,-0.261844584,-0.408153402,-0.699138651,0.249111332,-0.437316795,-0.71148153,0.125520076,0.636727915,-0.270674867,-0.091101267,-0.708059145,-0.421878378,0.516100749,-0.116091957,-0.646315963,-0.187631081,-0.110600099,-0.095057181,0.319371373,-0.088419969,0.167684631,0.057668408,-0.437718171,-0.858735087,-0.050975401,-0.142376271,0.697347579,-0.707172823,-0.045351733,0.314949047,-0.077512986,0.110143461,0.823638166,-0.510526392,0.35595529,-0.281350674,0.371072941,0.040854146,-0.173013891,-0.243127207,0.239340682
P40925,0.04392221,-0.573968534,0.243613562,-0.220499196,-0.086239957,0.202896579,-0.344521023,0.120377213,0.655742104,0.36089577,-0.257987538,-0.218030705,0.031543344,0.536141652,-0.105558081,0.348517764,-0.006826205,0.171412253,0.902403756,-0.518502092,0.724551368,-0.07706075,0.077053621,-0.155179793,0.113664088,0.094672819,-0.33057551,-0.48811064,0.075794621,0.154690618,0.567178331,-0.188635634,-0.089269272,0.085223815,-0.180413449,-0.462501875,-0.159094658,0.473045513,0.199779708,-0.109457414,-0.38557103,-0.196441409,-0.184859014,0.115969408,-0.560694715,-0.091085732,-0.132074256,0.435219044,0.261079534,0.4126773,-0.182797574,0.282487633,-0.160424748,0.314366168,-0.119945028,0.334886647,-0.034761097,0.004286591,-0.032161203,0.072130141,0.054408228,0.120890798,0.422434646,0.20826833,0.627054726,-0.078933897,-0.383461376,-0.424277117,-0.189845153,-0.212062178,0.383537737,0.139845994,-0.097176809,0.142561416,0.570353802,0.51356927,0.025003576,0.301607352,0.849951951,-0.308159805,-0.168372708,-0.247688736,0.192604516,0.597777531,0.251648018,0.482236406,-0.265764455,0.364387198,0.126430105,0.120266365,0.30091935,-0.133342194,-0.228966058,-0.259581166
P40926,-0.045021973,-0.256563444,-0.177038056,-0.722491914,-0.275725845,-0.33440868,-0.225708137,0.442561747,-0.141164392,-0.518592197,-0.469154145,0.132663892,0.046499545,-0.492735012,-0.18164489,-0.407374637,-0.077227047,0.159017818,-0.845429463,0.175815489,-0.078303932,-0.14616117,0.317031526,0.251133044,-0.298118517,-0.179101432,-0.445898117,-0.621338679,0.097420227,-0.573105127,-0.42507782,-0.134376199,-0.62567637,-0.351370563,-0.120035594,-0.139214253,-0.127509853,-0.312950263,0.072108309,0.013342134,-0.426466964,-0.029237331,0.117413699,-0.384534949,-0.008253171,0.11136732,-0.295317904,-0.623607177,-0.234317154,-0.393674965,-0.195817652,-0.279365467,-0.031468488,-0.962041908,-0.622554885,-0.214771895,-0.19342023,0.297549465,0.238664324,-0.039780976,-0.568431079,0.173917012,-0.15394125,-0.430719268,-0.095397155,-0.165121817,-0.587313218,-0.092423948,-0.02140858,-0.120963625,0.030395158,-0.010252039,-0.660421777,0.510962827,0.345697039,0.169942471,0.138867577,-0.086827357,0.401651706,-0.487368212,-0.271397438,-0.330612276,-0.33652097,-0.56761926,0.338449958,-0.06132183,-0.638797286,-0.171402427,-0.352005951,-0.233451121,0.079606012,-0.627815831,-0.278643176,-0.068873184
P40939,-0.301538067,-0.656962915,0.030713401,-0.614224396,0.247893905,-0.594647113,-0.344135181,0.127265279,-0.224617312,-0.287958124,0.091431062,0.07335192,0.014386,-0.182248809,-1.057429547,-0.326541223,0.256003299,0.158926524,0.204538744,0.037803254,0.044398228,0.480670281,0.034453111,-0.378942115,-0.803582844,0.418213914,0.08706515,-0.114455591,0.724756156,-0.146865721,0.183337361,0.247101564,0.027092802,0.035992296,0.540897837,-0.200185325,0.202911513,0.263312308,0.443055487,-0.551811639,-0.074489031,-0.174970034,0.114371884,0.686666702,-0.421174053,-0.151280001,-0.175408915,0.557802504,0.279869732,1.089954153,-0.660731629,0.268643144,0.112536528,-0.430858531,0.144534921,0.710330969,-0.00129439,0.776342295,0.411453347,-0.164962726,-0.136025925,0.970815219,0.70075752,0.428625351,0.363043909,-0.646200624,0.518783318,0.075628111,-0.096705215,0.68394361,0.088263846,0.176551825,-0.185706257,0.303320619,0.477155775,-0.404509549,0.419995967,-0.069852359,0.404099621,-0.0972764,-0.447597272,-0.525338621,0.630273882,0.110903484,-1.082787926,-0.003668909,0.322130378,0.398768499,-0.180694024,0.170771697,-0.202626675,-0.839682334,1.043696817,-0.125423356
P41091,0.3123615,-0.150445951,-0.182589766,-0.219514757,0.377963435,0.310971344,0.523255605,-0.062963041,0.275010704,-0.064290893,-0.428983933,0.238652587,0.310017448,0.255252241,-0.046620787,-0.192830188,-0.046062076,-0.529899585,-0.450079786,0.484896732,0.014408971,-0.297174782,-0.053365049,0.267598255,-0.524451247,-0.07823582,-0.236676948,0.362079757,-0.27143281,0.217182316,-0.37764789,-0.006654053,0.20678668,0.415349,-0.665951385,-0.217425129,0.447961272,-0.156643654,0.336168457,0.35345344,-0.465449131,0.455464186,-0.144599658,-0.283441867,-0.178569263,0.062378743,-0.249229061,0.32823896,-0.486923042,-0.038897224,0.15949169,0.119272038,0.164682477,-0.03384436,-0.007317953,-0.046462873,0.423979596,-0.447505737,-0.286363632,0.273661728,-0.000707951,0.475220281,0.22288698,-0.441947736,0.355570418,0.143328117,0.341382725,-0.290283283,0.478082163,0.044815987,0.476719068,0.112075844,-0.428311182,-0.112579843,-0.452399523,0.149511557,-0.044297909,0.223696821,-0.128255131,0.158036212,0.086417364,0.244299107,0.37475878,-0.481437805,0.032228864,0.318958407,0.350688131,0.341792165,0.275057954,0.019085457,0.056556642,-0.592174027,-0.128948597,0.132260898
P41250,0.414160728,0.333664646,-0.029870244,0.072984946,-0.131371782,-0.118921007,-0.262007159,0.246914377,0.330452301,0.11009524,0.423710123,0.078810148,-0.159631765,0.314076286,-0.140038637,0.138573035,-0.104236455,0.046547341,0.419075103,-0.305540326,0.426808202,0.181047676,0.17114921,0.254343902,0.275991953,0.130237987,-0.03574904,-0.178745565,0.499867489,-0.152162845,0.222794145,0.110015765,-0.181503131,0.17713578,-0.217664927,-0.052272687,-0.077903597,0.016391663,0.308047148,-0.068437059,0.110888068,-0.027614266,-0.052190213,0.420673854,-0.104790971,0.30232164,-0.108531253,0.154123895,0.174862566,0.426213068,0.557534016,0.109806788,0.37007307,0.323409531,0.03429037,0.053006536,0.094726981,0.087282781,0.550632351,0.270587336,0.495490906,0.19743581,-0.14682793,0.080245601,0.585836737,0.076830318,-0.57271423,0.153288104,0.248470255,0.059818491,0.114235244,0.218918631,0.135139786,-0.217917671,0.507105236,-0.001801279,0.226668844,0.198851512,0.056273045,-0.14324391,0.229178692,0.165740276,0.396312394,-0.237189447,0.540366987,0.195968311,0.201355441,0.384295179,-0.0911852,0.213656875,0.437734306,0.452267871,-0.085448346,0.105138275
P41252,-0.133079632,0.120142486,-0.225099677,0.406465837,-0.33004777,0.707947579,-0.138525671,0.290221449,0.186729904,0.016776329,0.230155158,0.204382189,0.117735765,0.2004251,0.229937314,-0.002604398,0.2617947,0.294634025,-0.016047072,0.018242395,-0.177514322,0.40016584,0.254491727,-0.030340386,-0.531878167,-0.205351668,-0.450312808,0.374599408,-0.293196352,0.075382164,0.117018979,0.559788258,0.197195881,0.253873428,-0.159489166,0.401445281,-0.391948775,0.250482513,0.168632222,-0.208633608,0.077495258,0.653588237,0.016072636,0.000595535,0.370272692,0.310049371,0.106585194,0.480689797,-0.96574438,-0.026294976,-0.259255953,0.451881452,0.063685035,0.560214062,0.482995587,0.211547645,-0.134178616,0.388431579,0.087846671,-0.356702164,0.409136453,0.424500788,0.024835455,0.017147305,0.080400698,0.720339436,-0.051444605,0.430803167,-0.139402723,0.130283996,0.652515061,-0.315279314,-0.087712715,-0.007985182,-0.901784524,0.376327607,0.013230441,0.055905971,0.151664006,0.215894344,0.746105582,0.61927105,0.326782328,0.529926497,-0.315219847,0.072752195,0.834078518,0.045937245,-0.334369832,-0.241400504,0.456965527,0.191424064,-0.258356744,-0.221890398
P42167,-0.067090028,-0.222905051,-0.2090557,-0.019455605,-0.228231803,-0.661494107,-0.058138136,-0.236124855,-0.615166785,-0.141442995,-0.523119265,-0.382938242,-0.104630596,-0.377015332,-0.375236423,-0.214074911,-0.386214887,-0.089609735,-0.63524588,-0.061343026,-0.410633538,-0.051520294,-0.646385545,-0.480798896,-0.101929569,-0.485222332,-0.587753046,-0.510495743,-0.183134113,0.562140576,-0.168941184,-0.433833523,-0.565967605,-0.162700171,-0.459000445,0.0095522,-0.173204715,-0.593469102,-0.168935157,-0.028346093,-0.03689935,-0.440590885,-0.412206606,-0.015404826,-0.24314878,-0.419142049,-0.426929619,-0.415204899,-0.454346179,-0.417800766,-0.165993804,-0.401718145,-0.418004875,-0.273074529,-0.542065978,0.035868263,-0.374844213,0.021062676,-0.530940383,-0.271975886,-0.094536253,-0.132834281,-0.255004883,-0.415356315,-0.571794099,-0.024518709,-0.523722092,-0.167307589,-0.496642218,-0.207227059,-0.498005313,0.000344972,-0.537994119,-0.205024995,-0.175828744,-0.568882464,-0.556210281,-0.157522218,-0.146246767,-0.367413935,-0.202800972,-0.161281079,-0.398662175,-0.448924775,-0.185928888,-0.283155709,-0.457804558,-0.32943243,-0.509324689,-0.504079995,-0.374878601,-0.358766353,0.031318725,-0.130729338
