Protein,i10,i105,i106,i107,i108,i109,i11,i110,i12,i122,i123,i124,i125,i126,i127,i13,i136,i137,i138,i139,i14,i140,i141,i15,i151,i152,i153,i154,i155,i156,i167,i168,i169,i170,i171,i172,i185,i186,i187,i188,i189,i190,i202,i203,i204,i205,i206,i207,i216,i217,i218,i219,i220,i221,i232,i233,i234,i235,i236,i237,i247,i248,i250,i251,i252,i26,i27,i28,i29,i30,i31,i41,i42,i43,i44,i45,i46,i57,i58,i59,i61,i62,i71,i72,i73,i74,i75,i76,i88,i89,i90,i91,i92,i93
P42568,-0.103478465,-0.372047736,-0.312997596,0.041398846,0.324895579,-0.004199704,-0.084945879,-0.24572444,-0.100426256,-0.68749239,-0.084964688,0.000702828,0.392464007,-0.133458188,0.248300542,-0.099062236,-0.017451634,-0.437188183,-0.443063418,0.086145233,-0.081611002,-0.0032593,-0.024754607,-0.107838704,0.091789168,-0.298915275,0.125371611,-0.299017246,-0.130890904,-0.187260226,-0.378933749,-0.015217013,-0.383292852,-0.000748311,0.026110386,0.035515021,-0.249616996,-0.245085869,-0.245347439,-0.251888833,-0.016521184,0.082193979,0.018173205,-0.121459189,-0.230906762,-0.22955411,-0.23734168,-0.22561696,-0.062273502,-0.3382908,-0.062503442,-0.077920473,-0.050922495,-0.05448213,-0.097804842,-0.047622869,-0.027984198,-0.062428456,0.011760243,-0.518059447,-0.389783152,-0.039660087,-0.016852629,-0.022119281,-0.024159782,-0.450704867,-0.044133334,-0.027485028,-0.052341976,0.013504841,-0.053705071,-0.056381424,-0.12328894,-0.087571359,-0.067398179,-0.076534564,-0.34325743,-0.266106537,-0.266551749,-0.261464979,0.074089755,0.104231013,-0.24749845,-0.011471404,-0.416046691,0.003207198,-0.019678415,0.000973224,-0.386015849,-0.094249509,-0.006056586,0.010055662,-0.012404914,-0.109971645
P42677,-0.431703581,-0.074594085,0.226555585,0.130980159,0.382920122,0.188285454,-0.908672604,0.372389352,-0.16763659,0.040395073,-0.182305956,0.540212637,0.468496722,-0.001205921,0.057660907,-0.247039625,0.114382266,0.083873291,0.312958025,0.359992171,0.08220967,0.438336935,-0.484047232,-0.202354747,0.217933692,0.224075104,0.230347032,0.223973133,0.221823481,0.364967783,0.204863794,0.088816678,0.329420308,0.388581314,0.333947055,0.285784647,-0.057896053,0.203562783,0.36100379,0.505377756,-0.220281822,-0.113700562,0.185389114,0.449501606,0.223097384,0.018842099,0.311686402,0.323411122,-0.464122305,-0.129468561,0.192796934,0.340655332,-0.228099963,-0.456330933,0.382410496,-0.251219376,-0.297331468,-0.078581349,0.14713552,0.520271115,0.226901472,0.012961275,-0.447091565,0.158326208,-0.054467236,0.300535224,-0.178623584,0.065573686,-0.726322633,0.434170898,0.231828649,0.384025969,0.188684573,-0.164809413,0.369744017,-0.166752984,-0.527129404,-0.311881255,0.19936488,0.044850676,-0.323687381,0.028791043,0.029421523,0.013557885,0.058727689,-0.508250877,-0.18123267,-0.510484851,0.312611386,0.089085611,-0.068742956,0.300984717,0.278524141,0.280475445
P42704,-0.939250362,0.352691326,0.301080933,0.125112877,-0.089432081,0.350523769,-0.01418426,0.009336118,0.628360698,-0.096310031,0.342924326,-0.290763997,0.322174608,0.562791044,0.226517641,-0.132279334,0.152715439,0.093641036,0.378821337,-0.049484873,-0.357245573,-0.030745035,0.481110633,0.389285139,0.819083129,0.213498337,0.146560332,-0.224787482,-0.267497283,0.328950764,-0.379203686,-0.443094972,-0.013319839,0.504194972,0.469896654,0.189584406,0.447040902,-0.590581617,0.307248845,0.356187092,0.203271283,0.350035744,0.224180696,0.260357972,-0.060743298,0.362193292,0.158645166,-0.062739751,0.000859609,-0.600913999,0.215816553,-0.155829579,-0.592301499,-0.491313158,-0.194811612,-0.107687399,-0.090609032,-0.02835536,-0.084427783,-0.103172252,-0.299651853,0.416389713,-0.30555827,-0.765640089,-0.271631546,-0.395442736,0.296111692,0.378418648,0.313620811,0.122101948,-0.404989777,0.317044254,0.399004293,-0.261294758,0.136961484,-0.260548584,-0.108947343,0.367266862,-0.163458218,-0.343781061,0.129745758,-0.956639884,-0.47629524,0.424972243,0.084385775,0.100065456,-0.038642816,-0.13013526,0.395729901,-0.239144665,0.247469343,0.175543217,0.340455983,0.139446735
P42765,-0.17436414,0.087582714,-0.043317697,-0.181905543,0.096974972,-0.080892908,-0.004100345,0.560459929,0.245939784,0.144370251,-0.177265667,-0.183920109,0.356689581,-0.063894723,-0.062115815,0.31601609,-0.084514259,-0.2471205,-0.080677567,0.377562951,-0.051574322,-0.242640093,-0.007647309,0.007256187,0.275391561,-0.224593111,0.038016842,-0.122742313,0.035544674,0.264577256,0.353869503,0.104736671,0.081163262,0.330133075,-0.140684731,-0.027846861,-0.053317952,0.424384598,-0.288066255,0.276487836,0.344983324,-0.069955039,0.355915776,0.182743618,-0.306840692,0.458138741,0.279164433,-0.30155089,-0.036035757,-0.047229328,-0.205544403,-0.148300085,-0.193963456,0.054440894,-0.194077576,0.328088277,0.519229703,0.143405653,0.150271677,0.360299255,0.285998029,-0.204069801,-0.144938101,-0.150204754,0.177967967,0.008606047,0.292931358,0.42571939,0.155101503,0.031865602,0.086836552,-0.217213974,-0.425319251,0.010289232,0.040246506,0.021326027,-0.025570967,0.150289612,0.199556872,0.025023194,0.11329618,0.263116316,-0.288602529,-0.13400376,0.471555457,-0.175418106,0.35624081,-0.121559133,-0.24177566,0.110554319,-0.218321305,0.292315509,0.064239155,0.069565873
P42766,0.288193365,0.385312813,-0.078562906,0.195383397,-0.178077097,-0.60874565,0.280121303,0.464399746,-0.964973895,0.063880581,-0.120957219,0.203483161,0.563289206,-0.563315417,-0.053272718,-0.443755401,-0.477624041,0.109955798,-0.132086694,-0.16402428,-0.163772902,-0.710689813,0.183777786,-0.528590736,0.024389845,0.035448261,0.232739042,-0.757282378,-0.649714522,0.469354126,0.31375569,-0.09598448,0.243135671,0.029271065,-0.065677434,-0.236460529,0.323016012,0.071614568,0.262694232,0.325392957,0.05850798,-0.732285946,0.715909077,0.051181533,0.033865914,-0.195965143,-0.355285339,-0.714483172,-0.787494844,-0.80548397,0.018875541,-1.195226197,-0.289153298,-0.263303699,-0.475513317,-0.858203745,-0.598394284,-0.597995267,-0.002413342,0.378602453,0.984162182,-0.553537669,-0.17119259,-0.418104838,-0.659111069,0.076895866,-0.799534544,0.269304347,-0.592812662,0.22281865,-1.266759034,-0.240299067,-0.127826806,-0.785254122,-0.30408,-1.06242991,-0.498781632,-0.286568511,-0.1512672,-0.132294196,-0.565936228,0.142322671,-0.043474468,-0.273839271,0.667500551,0.017149934,-0.92196569,-0.15615777,-0.265977294,-0.055943312,-0.25861889,0.645480249,0.092921866,0.626426929
P43243,-0.244164153,0.312326207,-0.187534391,-0.045819162,0.312977786,-0.072631297,0.441479181,0.072981566,0.069574453,-0.193863916,-0.651537096,0.143157446,0.365593176,0.312080656,0.484821859,-0.098216608,0.41187811,-0.515839687,0.126119225,0.046284818,-0.252687109,-0.381974204,0.473983122,0.328088317,-0.606721214,-0.056465293,-0.106891194,0.351220295,0.124863875,0.16392325,-0.192833278,0.245489788,0.334180318,-0.405819218,-0.214001724,0.129296258,0.024986401,-0.294862262,0.172126791,0.300020234,-0.046176955,0.453194255,-0.07810101,-0.373051068,0.426430619,0.103744221,0.049827505,0.356639653,0.509806194,0.257353118,-0.647891837,-0.102105494,0.180409883,0.415751175,0.041030342,-0.005544795,-0.252314337,0.407879878,-0.131375047,-0.391923199,0.036643795,0.786118116,0.223776382,0.154488477,0.187265879,0.408337243,0.628032438,0.551191292,0.154515622,0.32841431,0.716898442,0.824350266,-0.129619657,-0.298991027,-0.018417036,-0.650093944,0.417096505,0.188164964,0.16672349,0.629220518,0.192230883,-0.31499668,0.3506853,-0.304047468,-0.192165905,0.366284131,0.733294037,0.363811773,0.020076989,0.156189667,0.467009499,0.4828883,-0.216705758,0.056560882
P43487,-0.46936578,0.239647792,-0.370685825,0.24734607,-0.088043514,0.000301215,-0.210374675,0.289295328,-0.268701777,0.196739087,-0.365408268,-0.015291632,0.333610433,0.110812602,0.48931737,0.12019326,0.254489771,-0.649474742,-0.238344054,0.34821765,-0.35098965,0.302250396,0.385078816,0.529091421,-0.368677243,0.571258542,0.000678287,-0.506602679,0.206550779,0.411422176,0.601623635,-0.157718897,-0.358622223,-0.355335575,0.258763156,0.200526542,-0.235181017,-0.038104342,0.597147819,-0.154680856,0.207020376,-0.189046913,-0.133987389,-0.068628744,0.249251883,0.205782606,0.654515334,0.348933957,0.315242189,0.310510277,0.280678665,-0.292480515,-0.323323385,0.13503396,0.36650313,0.040266978,0.235757411,0.097738628,0.348542737,0.565657702,0.386574162,-0.630806223,0.391460187,0.090829635,0.751725272,0.094479691,0.192801605,-0.572886627,0.135544918,0.134320422,0.259310687,-0.347786125,0.261277309,0.156121412,-0.690044047,0.748011279,0.161286902,0.882374293,0.093181513,-0.143321072,0.429552949,-0.181690344,0.077112253,0.553353666,0.760070471,-0.431437213,0.288983932,-0.152330231,-0.19285846,-0.294727116,-0.016855442,-0.636274797,-0.21231399,0.430109448
P43490,0.733438304,0.183274977,0.159884659,-0.105303173,-0.050045015,-0.25477687,0.41491136,-0.046668342,0.266398707,-0.015649283,-0.067949558,-0.017340271,-0.180329406,-0.086209364,-0.539020625,-0.475954583,-0.468487623,-0.377850042,0.079690003,-0.202059722,-0.305691029,-0.559202518,0.01027441,-0.105845592,-0.400391143,0.243223934,0.254253476,-0.023862095,0.230912829,0.264049989,0.486731285,-0.889264981,-0.261037595,0.059581488,-0.020038561,-0.049026849,-0.005456546,-0.282908722,-0.252436666,-0.020826357,0.804683555,0.085375777,0.39454901,0.049159575,-0.591564445,0.143682008,-0.433446711,0.211640693,0.383456415,0.342601506,0.234801704,0.705920079,0.351214007,-0.217104171,0.618730956,0.276173934,-0.052103963,-0.006232211,-0.354086863,-0.791527424,-0.25412026,-0.242899371,0.246360833,0.613973437,-0.030884856,0.28363478,-0.055754605,-0.100304878,-0.203296401,-0.171769743,-0.047383444,0.562845943,0.622486028,0.674442778,0.360137538,0.542692803,0.163502078,-0.623023253,-0.054931181,0.121986964,0.919792869,0.113586545,0.323288491,0.543476827,-0.325915713,0.490705838,-0.129878809,0.433047429,-0.236991734,-0.195654531,-0.438720252,-0.304446735,-0.788869755,-0.036316005
P45880,-0.309116423,-0.526278783,-0.223535821,-0.458545124,-0.314916739,-0.299528477,0.519961933,0.113977129,-0.367532518,-0.201145735,-0.227003603,-0.199136054,-0.359900457,-0.359908276,0.275286743,0.405725833,0.842801591,-0.141503949,-0.03075865,-0.669386278,-0.11209559,0.429067184,-0.307735443,-0.436974277,-0.289353922,-0.428543303,-0.438784099,-0.228156018,-0.387489382,-0.588004211,0.504701701,0.128817012,-0.123196797,0.012692156,-0.277847252,0.239205146,0.060025418,-0.007982034,-0.237701886,-0.532785776,-0.45647368,0.504118146,-0.363652365,-0.271556781,0.183898152,-0.258192745,0.025554309,0.219496906,0.165134784,-0.090214673,-0.095242862,-0.108600151,0.113351642,0.398158621,0.112272064,0.09757774,0.213054182,-0.404221481,0.358103544,-0.479771883,0.004846976,-0.12989661,-0.007491325,0.123402464,-0.292825121,-0.042000774,0.426922453,0.299193003,0.213604494,-0.191691607,0.551971224,-0.382913706,0.035814074,-0.006111067,0.014062114,0.071294961,0.359221253,-0.531288521,0.427344209,-0.063002427,0.231256647,0.172021147,0.146149871,-0.070450212,-0.315093747,0.157334387,0.122079221,-0.292700394,-0.207293942,-0.664319723,0.348949494,-0.036137292,-0.326526893,-0.225461117
P45974,0.4359562,0.544980322,0.054171309,0.640203386,0.091826656,0.188980988,0.358505998,0.238588389,0.2044955,0.177956197,0.4732046,0.255473605,0.203431177,-0.19425209,0.269540404,0.205859519,0.289663289,0.329248239,0.508915729,0.164410192,0.234202379,0.124650589,0.004243478,0.161362133,0.36346242,-0.028673846,0.185174197,0.007261525,0.368378737,0.535467874,0.217729797,0.190463265,0.39608476,0.308343071,0.196996263,0.366917154,0.520476704,0.051517117,0.057991962,0.205710575,0.100012685,0.300866144,-0.048528131,0.002218963,0.612989219,0.161157909,0.378549077,0.246656371,0.140331852,-0.15986239,0.615603302,0.124684881,0.041705219,0.387098747,0.262994047,0.500620595,0.229606748,0.089757052,0.139978003,0.369677051,0.669049636,0.091439818,0.029721686,0.241611823,0.05590174,0.46461307,0.242996122,0.222154803,0.292481459,0.581305874,0.007969087,0.12472929,0.429620778,0.127030201,0.088075165,0.14536942,0.572231618,-0.210601947,0.141370853,0.077818525,0.512067193,-0.214360808,0.102146535,-0.156342549,0.207830506,0.398065141,0.202382381,0.395831166,0.397199148,0.373690755,0.469759863,-0.158556617,-0.060992986,0.043905382
P46776,0.033790677,0.173990283,0.324959088,0.774208463,0.226125834,-0.351761319,-0.03886487,-0.00896941,0.204379704,0.444218307,0.879496738,0.272312045,-0.197802367,-0.23879955,0.262742006,-0.351852965,0.014781478,0.487485533,0.272448679,0.234548188,-0.420923877,-0.21385064,-0.159171789,-0.116633148,0.337535602,0.498028758,0.311267862,0.243819022,0.107066972,0.161855437,0.50257325,0.24431208,0.09324703,0.808862262,-0.478583383,-0.051172194,0.159251988,0.348920069,0.445739648,-0.056154706,0.231072445,-0.035543839,0.327346017,0.35494346,0.295402262,0.069675247,-0.499056343,-0.466940259,0.187465359,0.567136904,0.655118316,-0.216736973,0.268459474,0.089238868,-0.382863327,-0.988552458,0.134990618,-0.415642988,-0.25290243,-0.200809914,0.38764802,-0.746912542,-0.07681042,-0.403893669,-0.503365037,0.238320103,-0.04638302,0.215346934,-0.463461241,0.368925752,-0.789246732,-0.008600991,0.197811815,-0.919219408,-0.151203535,-0.384241797,-0.444623497,0.231450031,0.299866117,-0.501186138,-0.798836763,0.448018146,0.320418876,-0.36404513,0.224325607,0.083469659,-0.148731683,-0.255837972,0.35357276,0.686233599,0.082880052,0.831164289,0.136673904,0.271326575
P46777,0.187031609,2.77E-05,-0.49725935,-0.153860474,0.143218432,-0.10320021,0.365423874,0.573493536,-0.004495862,-0.150839358,0.024640036,0.163123046,0.038730536,-0.195581793,-0.722189604,-0.261638546,-0.357475013,0.04660282,-0.371414237,0.35935273,-0.205079197,-0.281269469,0.708375016,-0.632541095,0.363472083,-0.602940993,-0.144716816,-0.540781456,0.213422389,-0.120662183,-0.281012594,-0.207138996,-0.289264014,-0.487622513,0.684181614,-0.179890655,-0.026569247,-0.499696862,-0.456163196,-0.243233806,0.154381272,-0.141979606,-0.915912968,-0.064162039,-0.11461448,0.492046249,-0.537197732,0.107647838,0.574567081,-0.208620376,-0.159136484,-0.651138159,-0.477813729,-0.497183945,-0.222145806,-0.454292872,-0.167709164,0.184291621,-0.726739226,0.073206445,-0.228507499,-0.156604866,0.09974628,-0.634472214,0.185156178,0.025575242,0.015906491,-0.265123522,0.502199292,-0.37542654,0.033709619,0.433796464,0.143757784,0.102880209,0.02626569,-0.096642345,-0.28741956,-0.099077549,-0.160539048,-0.629656725,-0.180517922,0.493400612,-0.786011662,-0.397273504,-0.454487558,0.314698064,0.041937267,-0.49806693,-0.472560236,-0.049726335,0.616723258,-0.264890586,-0.907522241,-0.413254438
P46778,-0.023873075,0.577782618,0.273957342,-0.001158316,-0.420134031,0.482050603,-0.573697552,0.234716978,-0.42629465,0.380586192,0.480287077,0.556676236,0.228819733,-0.206334348,0.31447446,0.169015524,0.209932849,0.103404903,0.545605701,0.146486106,-0.112550181,-0.496306696,0.432529418,-0.45480386,0.435950872,0.341538376,0.605324167,0.43792479,0.203324753,0.182748325,0.355583421,0.320756749,0.283645318,0.362287806,0.236912376,0.615811204,0.140657946,0.426217287,0.345732513,-0.257785764,0.389337145,-0.026725292,0.533171227,0.730423987,0.363103471,0.156857965,0.383970329,-0.205268666,-0.226007931,-0.641798296,0.089344067,-0.115379696,0.058074599,0.444961067,-0.470495147,-0.476778024,0.17841725,0.18195737,0.367347323,0.450507229,0.694680981,-1.03516222,0.032767007,0.071202894,-0.747994589,0.303790115,-0.6410835,-0.286192806,-0.501826757,0.233827886,-0.518114647,0.449448544,-0.26653529,-1.184247129,0.13281179,-0.410274141,-0.340391469,0.119198521,0.679183574,-0.065911931,0.358556227,-0.325968432,-0.505819071,-1.009915247,0.092483254,-0.542222003,-0.153158876,0.04672097,0.969053852,0.574827749,0.425724569,0.695764142,0.264590242,0.47906533
P46779,0.23026311,0.094672862,-0.268557939,0.046263904,-0.045423351,-0.352259744,0.238299628,0.502698586,-0.212005577,0.215159814,0.390329959,-0.02078291,0.630952427,-0.129325148,0.463622789,-0.688128422,-0.37781872,-0.095889898,0.113366974,-0.335855295,-0.115176992,0.192645782,0.17045935,-0.332229998,0.248993147,0.117670294,0.405541713,-0.319718477,-0.149593222,0.187205085,-0.070681077,-0.232865009,0.421725801,-0.18433565,0.189878408,0.525360593,0.345401214,-0.140348269,0.205717961,0.620701741,0.265581161,-0.526716966,0.646017008,0.144353991,-0.478939506,0.120527553,0.19104736,-0.14527399,-0.215897394,-0.770071104,0.071564373,-0.19687067,-0.221884029,0.095507803,-0.52535537,-0.942273759,-0.026394998,0.035600349,0.071569143,-0.127157462,0.259392258,-0.606464787,0.086316454,-0.244400918,-0.847429325,0.951635683,-0.041733864,0.002302589,-0.367513632,-0.038082449,-0.407015578,-0.197655484,-0.315521703,-0.110282219,0.12315485,-0.102079811,-0.48543688,0.358104222,-0.008581817,0.403412531,0.155691768,-0.037784268,-0.457530432,-0.344238896,0.44121446,-0.145812041,-0.623179404,-0.465825979,-0.721177642,0.383491295,0.191085323,0.034913522,-0.428765183,0.27615112
P46781,0.009526757,0.676344071,-0.02824899,0.264947724,0.318496087,0.095559568,0.005186185,0.280347005,-0.893733688,0.498686565,0.433806531,-0.28502169,0.212738032,0.386714059,0.023711281,0.208815787,-0.711204616,0.677453528,0.310877231,0.038786267,-0.175378237,0.312711865,-0.002601886,-0.656799607,0.434541922,0.408851615,0.239795204,0.259222257,0.437817911,0.131141997,0.501855148,-0.007335688,0.235187263,-0.064264875,0.324484855,0.527999337,0.042016824,-0.082886697,0.272926917,0.449250379,0.185607333,-0.347652434,0.372081842,-0.044257052,-0.387268524,-0.206093363,-0.112948658,0.576659597,-0.418707079,-0.512964003,0.407783357,0.139769448,-0.408919475,-0.017148908,-0.60328526,-0.060732121,-0.305444086,-0.439672014,0.168862668,0.103264578,0.452423854,-0.654157013,-0.102222707,-0.307576053,-0.584374886,0.474792369,-0.627503315,0.083308229,-0.530896398,0.043427534,-0.656028763,0.007733747,-0.393153854,-0.800543824,0.278890683,-0.413205423,-0.296987724,-0.350823012,-0.014059824,0.203360825,-0.431705134,0.358573934,-0.607546376,-0.49326631,0.23654433,0.069001498,-0.580421772,-0.35670219,-0.139594409,0.7657738,-0.077234287,0.415562274,0.444717705,0.456726518
P46782,-0.588896553,-0.262287083,-0.255719955,-0.408978322,0.453079954,-0.306252179,-0.463580088,0.57072562,0.465356664,0.487684193,-0.098830539,-1.076300209,0.115323753,-0.46480905,-0.212211509,-0.288492612,0.110274206,-0.86885264,-0.905039509,-0.082103417,0.440963022,0.203582046,0.018731766,0.64697878,-0.230413377,-0.166257551,-0.190305485,-0.162329817,0.917057573,0.579195628,-0.259078548,-0.471531569,-0.033249181,0.45779715,0.299340171,-0.065334558,-0.530838264,-0.093866189,0.126449222,-0.699267628,0.642457133,0.173454438,-0.543819623,-0.2123281,-0.857886811,-0.75322546,-0.364621609,-0.027295447,-0.523238562,0.294051733,0.506840739,0.231205089,-0.908932376,-0.110163679,-0.489134062,-0.404146988,0.304662367,0.466955037,-0.541780678,0.324344341,-0.585057693,0.607190328,0.713585845,0.026559017,-0.109091766,-0.053710601,0.610141156,0.445990185,0.704960613,-0.232565217,-0.674282904,-0.436821794,0.415583858,-0.956986622,0.20833736,0.174421176,-0.041543576,-0.079576227,0.711905217,-0.023968824,-0.925940388,0.272510439,0.068456356,-0.658335899,0.123659913,-0.151626311,0.155943619,0.799614382,-0.410530504,0.219861,0.071615593,-0.795186767,0.776786096,0.43994326
P46783,0.377612209,0.076238417,0.420428105,-0.030921961,-0.600230126,0.148559211,0.50246533,0.411984299,-0.408468525,0.344669401,0.44588566,-0.325774159,-0.498454646,-0.186907107,-0.258355135,-0.140392875,-0.50253511,-0.147904631,0.35227063,-0.585042596,0.151769233,-0.207804107,0.281759698,-0.232338206,-0.194786647,0.349154141,0.196241911,-0.386628684,-0.061269284,0.381063206,-0.468535872,-0.131918074,0.071474205,-0.172345793,0.141808659,-0.44080658,0.02213002,0.33803581,0.004230448,-0.416137474,0.499087255,-0.050969464,0.015506794,-0.096929154,-0.425079117,-0.25049224,0.208602669,-0.153188127,-0.220359892,-0.176518725,0.149548187,-0.460212928,0.013703875,-0.010370524,-0.053415882,-0.355348054,-0.114589146,-0.026169864,0.099046998,-0.089019034,-0.025660932,-0.258524228,-0.023203601,-0.729981507,0.217610583,0.186582031,-0.427041042,-0.065894278,-0.553591285,-0.425684296,-0.686150743,-0.399994325,-0.09372233,0.420341942,0.08964968,0.120319185,-0.50748558,0.047954258,-0.798743405,-0.00640993,-0.365574179,0.199977318,0.26030445,-0.082389376,0.302330033,-0.390968951,-0.079571939,-0.168902126,-0.143768353,0.288770981,-0.016161854,0.21467759,-0.1761994,0.0920241
